"Scope_short";"account_id";"company_name";"incorporation_country";"Country/Region";"primary_sector";"primary_industry";"primary_activity";"Base year";"% reduction from base year";"Target year";"BY_EM_target";"BY_EM_100";"BY_EM_100_excl_scope3";"Most recent accounting year";"MRY_EM_100";"MRY_EM_100_excl_scope3";"Country impact (excl. scope 3)";"percent_alloc";"% emissions in Scope";"Scope_long";"Country S1";"Country S2L";"Country S2M";"Global S1";"Global S2L";"Global S2M";"T_ID";"Target coverage";"Year target was set";"Is this a science-based target?";"% of target achieved [auto-calculated]";"Scope";"Scope1";"Scope2";"target_type";"BY_tmp";"BaseYearEmissions_excl_scope3";"S1";"S2";"perc_scope1";"ratio_EM_excl_incl_scope3";"TargetYearEmissions_excl_scope3";"MRY_EM_excl_scope3_interpolated";"MRY_EM_excl_scope3"
"S12M";246;"Advantest Corporation";"Japan";"Global";"Electrical & electronic equipment";"Manufacturing";"Electronic components";2018;30;2030;37379.91;30635109.956;NA;2020;33384.574;NA;NA;1;100;"Scope 1+2 (market-based)";3565.24;NA;30720.1;3565.24;NA;30720.1;"246-abs-S12M-2018-2030-1";"Company-wide";2019;"Yes, we consider this a science-based target, but this target has not been approved as science-based by the Science-Based Targets initiative";35.6282291744416;"Scope 1+2";"S1";"S2M";"absolute";37379.91;37379.91;3565.24;30720.1;0.103987301861379;1;26165.937;35510.9145;33384.574
"S12L";258;"Aeon Co., Ltd.";"Japan";"Global";"Convenience retail";"Retail";"Supermarkets, food & drugstores";2010;35;2030;3466980;NA;NA;2020;3168058;NA;NA;1;100;"Scope 1+2 (location-based)";217930;2950128;NA;217930;2950128;NA;"258-abs-S12L-2010-2030-1";"Company-wide";2018;"Yes, this target has been approved as science-based by the Science-Based Targets initiative";24.6342844286876;"Scope 1+2";"S1";"S2L";"absolute";3466980;3466980;217930;2950128;0.0687897759447586;1;2253537;2860258.5;3168058
"S12M";261;"Aeon Mall Co., Ltd.";"Japan";"Global";"Land & property ownership & development";"Infrastructure";"Real estate owners & developers";2010;35;2030;535798.92;NA;NA;2020;269143.29;NA;NA;1;100;"Scope 1+2 (market-based)";NA;NA;NA;NA;NA;NA;"261-abs-S12M-2010-2030-1";"Company-wide";2018;"Yes, this target has been approved as science-based by the Science-Based Targets initiative";142.194026285618;"Scope 1+2";"S1";"S2M";"absolute";535798.92;535798.92;NA;NA;1;1;348269.298;442034.109;269143.29
"S1";276;"A.P. Moller - Maersk";"Denmark";"Global";"Marine transport";"Transportation services";"Marine freight";2008;100;2050;29436877;38452000;NA;2019;36204000;NA;NA;1;100;"Scope 1";36204000;287000;NA;36204000;287000;NA;"276-abs-S1-2008-2050-1";"Business activity";2018;"Yes, we consider this a science-based target, but this target has not been approved as science-based by the Science-Based Targets initiative";-16.9641568974861;"Scope 1";"S1";"";"absolute";29436877;29436877;36204000;0;1;1;0;21727218.7380952;36204000
"S12L";285;"3M Company";"United States of America";"Global";"Chemicals";"Materials";"Specialty chemicals";2002;50;2025;18300000;18340000;NA;2019;5830000;NA;NA;1;100;"Scope 1+2 (location-based)";3290000;1720000;NA;3290000;1720000;NA;"285-abs-S12L-2002-2025-1";"Company-wide";2015;"No, but we anticipate setting one in the next 2 years";136.284153005464;"Scope 1+2";"S1";"S2L";"absolute";18300000;18300000;3290000;1720000;0.656686626746507;1;9150000;11536956.5217391;5830000
"S2L";313;"ACEA SpA";"Italy";"Global";"Thermal power generation";"Power generation";"CCGT generation";2011;21.75;2022;480000;480000;NA;2019;407086;NA;NA;1;100;"Scope 2 (location-based)";356287;407086;298856;356287;407086;298856;"313-abs-S2L-2011-2022-1";"Company-wide";2011;"No, and we do not anticipate setting one in the next 2 years";69.8409961685824;"Scope 2";"";"S2L";"absolute";480000;480000;0;407086;0;1;375600;404072.727272727;407086
"S2M";313;"ACEA SpA";"Italy";"Global";"Thermal power generation";"Power generation";"CCGT generation";2017;54.69;2022;494363;235812;NA;2019;298856;NA;NA;1;100;"Scope 2 (market-based)";356287;407086;298856;356287;407086;298856;"313-abs-S2M-2017-2022-1";"Company-wide";2018;"No, and we do not anticipate setting one in the next 2 years";72.3116762871725;"Scope 2";"";"S2M";"absolute";494363;494363;0;298856;0;1;223995.8753;386216.15012;298856
"S12L";351;"AGL Energy";"Australia";"Global";"Thermal power generation";"Power generation";"Coal generation";2016;100;2024;7706248;7704648.16;NA;2019;7609772.72;NA;NA;1;17.6;"Scope 1+2 (location-based)";42727433;NA;NA;42727433;NA;NA;"351-abs-S12L-2016-2024-1";"Business activity";2016;"No, and we do not anticipate setting one in the next 2 years";-10.6689273431117;"Scope 1+2";"S1";"S2L";"absolute";7706248;7706248;42727433;NA;1;1;0;4816405;7609772.72
"S12L";351;"AGL Energy";"Australia";"Global";"Thermal power generation";"Power generation";"Coal generation";2016;100;2037;23731740;23726814.22;NA;2019;23434640.99;NA;NA;1;54.2;"Scope 1+2 (location-based)";42727433;NA;NA;42727433;NA;NA;"351-abs-S12L-2016-2037-1";"Business activity";2016;"No, and we do not anticipate setting one in the next 2 years";5.00555374363616;"Scope 1+2";"S1";"S2L";"absolute";23731740;23731740;42727433;NA;1;1;0;20341491.4285714;23434640.99
"S12L";351;"AGL Energy";"Australia";"Global";"Thermal power generation";"Power generation";"Coal generation";2016;100;2050;42121649;42112906.42;NA;2019;41594325.89;NA;NA;1;96.2;"Scope 1+2 (location-based)";42727433;NA;NA;42727433;NA;NA;"351-abs-S12L-2016-2050-1";"Business activity";2016;"No, and we do not anticipate setting one in the next 2 years";1.85010800503086;"Scope 1+2";"S1";"S2L";"absolute";42121649;42121649;42727433;NA;1;1;0;38405032.9117647;41594325.89
"S12M";362;"AFLAC Incorporated";"United States of America";"Global";"Financial services";"Services";"Insurance";2007;71.5;2030;34607;NA;NA;2019;14021.19;NA;NA;1;83;"Scope 1+2 (market-based)";3857;23826;NA;3857;23826;NA;"362-abs-S12M-2007-2030-1";"Company-wide";2019;"No, and we do not anticipate setting one in the next 2 years";85.7783531809018;"Scope 1+2";"S1";"S2M";"absolute";34607;34607;3857;NA;1;1;9862.995;21697.0843478261;14021.19
"S12L";365;"Affiliated Managers Group";"United States of America";"Global";"Financial services";"Services";"Asset managers";2017;5;2023;1178.74;1178.74;NA;2019;921.39;NA;NA;1;100;"Scope 1+2 (location-based)";NA;NA;NA;NA;NA;NA;"365-abs-S12L-2017-2023-1";"Company-wide";2017;"No, and we do not anticipate setting one in the next 2 years";436.652696947588;"Scope 1+2";"S1";"S2L";"absolute";1178.74;1178.74;NA;NA;1;1;1119.803;1159.09433333333;921.39
"S12M";394;"Ajinomoto Co.Inc.";"Japan";"Global";"Food & beverage processing";"Food, beverage & agriculture";"Other food processing";2018;50;2030;2212692;2316924;NA;2020;1973690;NA;NA;1;100;"Scope 1+2 (market-based)";1270429;1143911;1121769;1270429;1143911;1121769;"394-abs-S12M-2018-2030-1";"Company-wide";2020;"Yes, this target has been approved as science-based by the Science-Based Targets initiative";21.602825879065;"Scope 1+2";"S1";"S2M";"absolute";2212692;2212692;1270429;1121769;0.531071842715361;1;1106346;2028301;1973690
"S12L";399;"Aisin Seiki Co., Ltd.";"Japan";"Global";"Metal products manufacturing";"Manufacturing";"Fabricated metal components";2013;35;2030;2374858.19;NA;NA;2020;2844130.588;NA;NA;1;100;"Scope 1+2 (location-based)";NA;NA;NA;NA;NA;NA;"399-abs-S12L-2013-2030-1";"Company-wide";2018;"No, but we anticipate setting one in the next 2 years";-56.4572429119592;"Scope 1+2";"S1";"S2L";"absolute";2374858.19;2374858.19;NA;NA;1;1;1543657.8235;2032599.21555882;2844130.588
"S12L3";399;"Aisin Seiki Co., Ltd.";"Japan";"Global";"Metal products manufacturing";"Manufacturing";"Fabricated metal components";2015;25;2030;15500988.46;NA;NA;2020;14986963.046;2844130.588;567920.633204099;1;100;"Scope 1+2 (location-based) +3 (upstream & downstream)";NA;NA;NA;NA;NA;NA;"399-abs-S12L3-2015-2030-1";"Company-wide";2019;"No, but we anticipate setting one in the next 2 years";13.2632615352583;"Scope 1+2+3";"S1";"S2L";"absolute";15500988.46;2271682.5328164;NA;NA;1;0.189773643884382;1703761.8996123;2082375.6550817;2844130.588
"S12L";403;"AIXTRON SE";"Germany";"Global";"Electrical & electronic equipment";"Manufacturing";"Electronic components";2015;80;2025;7411;NA;NA;2019;NA;NA;NA;1;100;"Scope 1+2 (location-based)";NA;NA;NA;NA;NA;NA;"403-abs-S12L-2015-2025-1";"Company-wide";2015;"No, and we do not anticipate setting one in the next 2 years";NA;"Scope 1+2";"S1";"S2L";"absolute";7411;7411;NA;NA;1;1;1482.2;5039.48;5039.48
"S1";427;"Air Canada";"Canada";"Global";"Air transport";"Transportation services";"Passenger airlines";2005;50;2050;8624640;8611770.42;NA;2019;13073135.13;NA;NA;1;99;"Scope 1";7901440;11036;NA;7901440;11036;NA;"427-abs-S1-2005-2050-1";"Other, please specify: Industry target";2010;"Yes, we consider this a science-based target, but this target has not been approved as science-based by the Science-Based Targets initiative";-105.407135834075;"Scope 1";"S1";"";"absolute";8624640;8624640;7901440;0;1;1;4312320;7283029.33333333;13073135.13
"S1";429;"Air France - KLM";"France";"Global";"Air transport";"Transportation services";"Passenger airlines";2005;50;2050;29556795;NA;NA;2019;28005877.35;NA;NA;1;99;"Scope 1";25353000;80892;NA;25353000;80892;NA;"429-abs-S1-2005-2050-1";"Company-wide";2005;"Yes, we consider this a science-based target, but this target has not been approved as science-based by the Science-Based Targets initiative";31.1657268658527;"Scope 1";"S1";"";"absolute";29556795;29556795;25353000;0;1;1;14778397.5;24959071.3333333;28005877.35
"S12L";429;"Air France - KLM";"France";"Global";"Air transport";"Transportation services";"Passenger airlines";2018;100;2030;117847;27688675;NA;2019;28308348;NA;NA;1;100;"Scope 1+2 (location-based)";28288765;19583;NA;28288765;19583;NA;"429-abs-S12L-2018-2030-1";"Business activity";2019;"Yes, we consider this a science-based target, but this target has not been approved as science-based by the Science-Based Targets initiative";31.8743794920533;"Scope 1+2";"S1";"S2L";"absolute";117847;117847;28288765;19583;0.999308225262739;1;0;108026.416666667;28308348
