"company_name";"incorporation_country";"Country/Region";"sectors";"industries";"activities";"Base year";"% reduction from base year";"Target year";"Base year emissions covered by target (metric tons CO2e)";"BY_EM_100";"BY_EM_100_excl_scope3";"Inventory accounting year";"Inventory reporting year";"MRY_EM_100";"MRY_EM_100_excl_scope3";"Country impact (excl. scope 3)";"percent_alloc";"% emissions in Scope";"Scope_long";"Country S1";"Country S2L";"Country S2M";"T_ID";"Scope_short";"Scope";"Scope1";"Scope2";"target_type";"BY_tmp";"BaseYearEmissions_excl_scope3";"S1";"S2";"perc_scope1";"ratio_EM_excl_incl_scope3";"TargetYearEmissions_excl_scope3";"MRY_excl_scope3_interpolated";"MRY_excl_scope3"
"Asics Corporation";"Japan";"Austria";"Accessories, Leisure & home manufacturing";"Apparel, Manufacturing";"Accessories, Accessories manufacture";2015;5;2020;30381;30858;NA;2017;2018;25396;NA;3.64868680107103;0.00240195306347456;100;"Scope 1 +2 (market-based)";61;14;0;"1046-abs-S12M-2015-2020-1";"S12M";"Scope 1+2";"S1";"S2M";"absolute";72.9737360214206;72.9737360214206;61;0;1;1;69.3250492203496;71.5142613009922;60.9999999999999
"Asics Corporation";"Japan";"Austria";"Accessories, Leisure & home manufacturing";"Apparel, Manufacturing";"Accessories, Accessories manufacture";2015;33;2030;30381;30858;NA;2017;2018;25396;NA;24.0813328870688;0.00240195306347456;100;"Scope 1 +2 (market-based)";61;14;0;"1046-abs-S12M-2015-2030-1";"S12M";"Scope 1+2";"S1";"S2M";"absolute";72.9737360214206;72.9737360214206;61;0;1;1;48.8924031343518;69.7628916364781;60.9999999999999
"Astellas Pharma Inc.";"Japan";"Austria";"Biotech & pharma";"Biotech, health care & pharma";"Pharmaceuticals";2015;30;2030;222724;226297;NA;2015;2016;206929;NA;58.4621342748689;0.000874956362656155;100;"Scope 1 +2 (market-based)";198;0;0;"1051-abs-S12M-2015-2030-1";"S12M";"Scope 1+2";"S1";"S2M";"absolute";194.873780916229;194.87378091623;198;0;1;1;136.411646641361;194.87378091623;181.053845168075
"Atos SE";"France";"Austria";"Financial services, IT & software development, Specialized professional services";"Services";"Banks, IT services, Other professional services";2012;3.09;2021;384913;NA;NA;2017;2018;NA;NA;0.256617087896876;0.0000215756810658837;100;"Other, please specify: S 1+2 (L+M), + S3 Upstream Cats 3&6";762;20;0;"1149-abs-S12X3-2012-2021-1";"S12X3";"Scope 1+2+3";"S1";"max";"absolute";8.30476012611249;8.30476012611249;762;20;0.974424552429668;1;8.04814303821562;8.16219507728089;8.16219507728089
"Atos SE";"France";"Austria";"Financial services, IT & software development, Specialized professional services";"Services";"Banks, IT services, Other professional services";2012;40.62;2050;384913;NA;NA;2017;2018;NA;NA;3.37339356322689;0.0000215756810658837;100;"Other, please specify: S 1+2 (L+M), + S3 Upstream Cats 3&6";762;20;0;"1149-abs-S12X3-2012-2050-1";"S12X3";"Scope 1+2+3";"S1";"max";"absolute";8.30476012611249;8.30476012611248;762;20;0.974424552429668;1;4.93136656288559;7.86089255200368;7.86089255200368
"Ball Corporation";"United States of America";"Austria";"Electrical & electronic equipment, Metal products manufacturing";"Manufacturing";"Electrical equipment, Metal containers & packaging";2017;27;2030;1410117;1410117;NA;2017;2018;1410117;NA;2132.19;0.00560024451871724;100;"Scope 1 +2 (market-based)";5860;5687;2037;"1328-abs-S12M-2017-2030-1";"S12M";"Scope 1+2";"S1";"S2M";"absolute";7897;7897;5860;2037;0.7420539445359;1;5764.81;7897;7897
"Baxter International Inc.";"United States of America";"Austria";"Medical equipment & supplies";"Biotech, health care & pharma";"Health care supplies, Medical equipment";2015;10;2020;691000;691000;NA;2015;2016;573000;NA;3.76728837876614;0.000054519368723099;100;"Scope 1 +2 (market-based)";0;0;38;"1574-abs-S12M-2015-2020-1";"S12M";"Scope 1+2";"S1";"S2M";"absolute";37.6728837876614;37.6728837876614;0;38;0;1;33.9055954088953;37.6728837876614;31.2395982783357
"Biogen Inc.";"United States of America";"Austria";"Biotech & pharma";"Biotech, health care & pharma";"Biotechnology";2013;35;2030;379288;NA;98258;2017;2018;543914;61677;4.39318421662248;0.000291842988472202;100;"Scope 1+2 (market-based) +3 (upstream & downstream)";18;17;0;"1857-abs-S12M3-2013-2030-1";"S12M3";"Scope 1+2+3";"S1";"S2M";"absolute";110.692543411645;12.5519549046357;18;0;1;0.113394764613523;8.15877068801318;11.5182645007245;18
"BMW AG";"Germany";"Austria";"Financial services, Transportation equipment";"Manufacturing, Services";"Automobiles, Banks";2015;20;2020;1267485;1459481;NA;2015;2016;1135983;NA;2634.17989134494;0.0103913651496662;82;"Scope 1 +2 (market-based)";10663;74764;4503;"1932-abs-S12M-2015-2020-1";"S12M";"Scope 1+2";"S1";"S2M";"absolute";13170.8994567247;13170.8994567247;10663;4503;0.703085849927469;1;10536.7195653798;13170.8994567247;11804.4141568133
"BMW AG";"Germany";"Austria";"Financial services, Transportation equipment";"Manufacturing, Services";"Automobiles, Banks";2015;100;2050;1440000;1459481;NA;2015;2016;1135983;NA;14963.5658155194;0.0103913651496662;94;"Scope 1 +2 (market-based)";10663;74764;4503;"1932-abs-S12M-2015-2050-1";"S12M";"Scope 1+2";"S1";"S2M";"absolute";14963.5658155193;14963.5658155194;10663;4503;0.703085849927469;1;0;14963.5658155194;11804.4141568133
"Burberry Group";"United Kingdom of Great Britain and Northern Ireland";"Austria";"Chemicals, Discretionary retail, Textiles & fabric goods";"Apparel, Manufacturing, Retail";"Apparel & footwear, Apparel stores, Clothing manufacture, Personal care & household products";2016;100;2022;25294;42528;NA;2016;2016;20222;NA;86.1268289393837;0.00340503000471984;100;"Scope 1 +2 (market-based)";0;101;101;"2414-abs-S12M-2016-2022-1";"S12M";"Scope 1+2";"S1";"S2M";"absolute";86.1268289393836;86.1268289393837;0;101;0;1;0;86.1268289393837;68.8565167554446
"CA Technologies";"United States of America";"Austria";"IT & software development, Specialized professional services";"Services";"Other professional services, Software";2015;40;2030;58694;58694;NA;2015;2016;47841;NA;47.788234064103;0.00203548207926291;100;"Scope 1 +2 (market-based)";107.46;17.14;17.14;"2519-abs-S12M-2015-2030-1";"S12M";"Scope 1+2";"S1";"S2M";"absolute";119.470585160257;119.470585160257;107.46;17.14;0.862439807383628;1;71.6823510961545;119.470585160257;97.3794981540169
"Constantia Flexibles";"Austria";"Austria";"Light manufacturing";"Manufacturing";"Other containers & packaging";2015;24;2030;1974256;1980673.81;273253;2017;2018;1782254;239333;17883.2797146086;0.281060280028245;100;"Scope 1+2 (market-based) +3 (upstream & downstream)";45961;33498;21306;"3779-abs-S12M3-2015-2030-1";"S12M3";"Scope 1+2+3";"S1";"S2M";"absolute";554884.944207443;74513.6654775358;45961;21306;0.683262223675799;0.137959616884115;56630.3857629272;72129.2281822547;67267
"Constantia Flexibles";"Austria";"Austria";"Light manufacturing";"Manufacturing";"Other containers & packaging";2015;49;2050;1974256;1980673.81;273253;2017;2018;1782254;239333;36511.6960839925;0.281060280028245;100;"Scope 1+2 (market-based) +3 (upstream & downstream)";45961;33498;21306;"3779-abs-S12M3-2015-2050-1";"S12M3";"Scope 1+2+3";"S1";"S2M";"absolute";554884.944207443;74513.6654775357;45961;21306;0.683262223675799;0.137959616884115;38001.9693935432;72427.2828441647;67267
"Dentsu Inc.";"Japan";"Austria";"Land & property ownership & development, Specialized professional services, Web & marketing services";"Infrastructure, Services";"Marketing, Other professional services, Real estate owners & developers";2004;30;2030;22676;28665.92;NA;2017;2018;58007.24;NA;9.73382632926511;0.00143085587247385;100;"Scope 1+2 (location-based)";2;81;0;"4564-abs-S12L-2004-2030-1";"S12L";"Scope 1+2";"S1";"S2L";"absolute";32.446087764217;32.446087764217;2;81;0.0240963855421687;1;22.7122614349519;27.5791745995845;83
"Deutsche Telekom AG";"Germany";"Austria";"Media, telecommunications & data center services, Specialized professional services";"Services";"Other professional services, Telecommunications services";2008;20;2020;1481000;NA;3117082;2017;2018;13310805.48;3892373.48;594.09362385183;0.00685898209336274;66;"Scope 1+2 (location-based) +3 (upstream)";1649.84;25047.88;16194.93;"4667-abs-S12L3-2008-2020-1";"S12L3";"Scope 1+2+3";"S1";"S2L";"absolute";10158.1524802702;2970.46811925915;1649.84;25047.88;0.0617970373500059;0.292422084136714;2376.37449540732;2524.89790137028;26697.72
"Deutsche Telekom AG";"Germany";"Austria";"Media, telecommunications & data center services, Specialized professional services";"Services";"Other professional services, Telecommunications services";2008;30;2020;368000;NA;3117082;2017;2018;13310805.48;3892373.48;221.431249403248;0.00685898209336274;16;"Scope 1+2 (location-based) +3 (upstream)";1649.84;25047.88;16194.93;"4667-abs-S12L3-2008-2020-2";"S12L3";"Scope 1+2+3";"S1";"S2L";"absolute";2524.10541035749;738.104164677493;1649.84;25047.88;0.0617970373500059;0.292422084136714;516.672915274245;572.030727625057;26697.72
"Deutsche Telekom AG";"Germany";"Austria";"Media, telecommunications & data center services, Specialized professional services";"Services";"Other professional services, Telecommunications services";2016;95;2025;1228633.48;3403215.35;NA;2016;2017;3139295.52;NA;2568.41201090797;0.00220048666623462;36;"Scope 1 +2 (market-based)";1680.94;21861.1;5807.79;"4667-abs-S12M-2016-2025-1";"S12M";"Scope 1+2";"S1";"S2M";"absolute";2703.59159042944;2703.59159042944;1680.94;5807.79;0.224462625839094;1;135.179579521472;2703.59159042944;6907.97793313008
"Electrolux";"Sweden";"Austria";"Electrical & electronic equipment";"Manufacturing";"Electrical equipment, Household appliances";2015;80;2025;465965;465965;NA;2015;2016;329258;NA;51.0319511467699;0.000136898563054011;100;"Scope 1 +2 (market-based)";23;29;33;"5344-abs-S12M-2015-2025-1";"S12M";"Scope 1+2";"S1";"S2M";"absolute";63.7899389334622;63.7899389334624;23;33;0.410714285714286;1;12.7579877866925;63.7899389334624;45.0749470740376
"Estee Lauder Companies Inc.";"United States of America";"Austria";"Chemicals";"Manufacturing";"Personal care & household products";2016;100;2020;93302;67833.97;NA;2016;2017;64601.3;NA;255.984357394975;0.00274361061279474;100;"Scope 1 +2 (market-based)";29.17;63.63;156.94;"5885-abs-S12M-2016-2020-1";"S12M";"Scope 1+2";"S1";"S2M";"absolute";255.984357394975;255.984357394975;29.17;156.94;0.156735264091129;1;0;255.984357394975;177.240812280337
"FLSmidth & Co. A/S";"Denmark";"Austria";"Industrial support services, Powered machinery";"Manufacturing, Services";"Agriculture, construction & mining machinery, Industrial machinery, Mining & metals support services";2017;10;2023;64267;64267;NA;2017;2018;64267;NA;10.1;0.00157156861219599;97;"Scope 1+2 (location-based)";78;23;0;"6555-abs-S12L-2017-2023-1";"S12L";"Scope 1+2";"S1";"S2L";"absolute";101;101;78;23;0.772277227722772;1;90.9;101;101
"Geberit AG";"Switzerland";"Austria";"Other materials";"Materials";"Ceramics, Other non-wood building materials";2015;6;2021;257909;257909;NA;2015;2016;242796;NA;280.404105476673;0.0181203515889114;100;"Scope 1+2 (location-based)";951;3605;0;"7119-abs-S12L-2015-2021-1";"S12L";"Scope 1+2";"S1";"S2L";"absolute";4673.40175794455;4673.40175794455;951;3605;0.20873573309921;1;4392.99765246788;4673.40175794455;4399.54888438133
"General Electric Company";"United States of America";"Austria";"Electrical & electronic equipment, Financial services, Industrial support services, Medical equipment & supplies, Powered machinery, Renewable energy equipment, Transportation equipment";"Biotech, health care & pharma, Manufacturing, Services";"Banks, Electrical equipment, Energy services & equipment, Engines & motors, Industrial machinery, Medical equipment, Other renewable energy equipment, Railroad rolling stock";2011;20;2020;5199588;5199588;NA;2017;2018;3777485;NA;6414.47948537188;0.00616825745171721;100;"Scope 1 +2 (market-based)";21310.9;1989.6;1989.6;"7166-abs-S12M-2011-2020-1";"S12M";"Scope 1+2";"S1";"S2M";"absolute";32072.3974268594;32072.3974268594;21310.9;1989.6;0.914611274436171;1;25657.9179414875;27796.0777699448;23300.5
"Hasbro, Inc.";"United States of America";"Austria";"Leisure & home manufacturing, Trading, wholesale, distribution, rental & leasing";"Manufacturing, Services";"Dealers, wholesalers & distributors, Toys & games";2015;20;2025;14763;14763;NA;2015;2016;14543;NA;0.2;0.000067736909842173;100;"Scope 1+2 (location-based)";0;1;0;"8126-abs-S12L-2015-2025-1";"S12L";"Scope 1+2";"S1";"S2L";"absolute";1;1;0;1;0;1;0.8;1;0.985097879834722
"Helvetia Group";"Switzerland";"Austria";"Financial services";"Services";"Insurance";2012;10;2020;16816;16798;7821;2017;2018;21748;14490;94.4102262276991;0.0842650103519669;100;"Scope 1+2 (location-based) +3 (upstream)";703;518;54;"8261-abs-S12L3-2012-2020-1";"S12L3";"Scope 1+2+3";"S1";"S2L";"absolute";1417.00041407868;944.102262276991;703;518;0.575757575757576;0.465591141802596;849.692036049292;885.095870884679;1221
"HUGO BOSS AG";"Germany";"Austria";"Apparel design, Discretionary retail";"Apparel, Retail";"Apparel & footwear design, Apparel stores";2016;40;2025;49747;49747;NA;2016;2017;51181;NA;124.939965636468;0.0062787688522156;84;"Scope 1+2 (location-based)";111;185;6;"8661-abs-S12L-2016-2025-1";"S12L";"Scope 1+2";"S1";"S2L";"absolute";312.349914091169;312.34991409117;111;185;0.375;1;187.409948454702;312.34991409117;321.353668625247
"JCDecaux SA.";"France";"Austria";"Web & marketing services";"Services";"Marketing";2012;15;2020;187978;206418;NA;2017;2018;240162;NA;245.263223574087;0.00869829531732747;91;"Scope 2 (location-based)";430;2089;249;"9731-abs-S2L-2012-2020-1";"S2L";"Scope 2";"";"S2L";"absolute";1635.08815716058;1635.08815716058;0;2089;0;1;1389.82493358649;1481.79864242678;2089
"L'Oréal";"France";"Austria";"Chemicals";"Manufacturing";"Personal care & household products";2016;100;2025;120450;120450;NA;2016;2017;101838;NA;42;0.000348692403486924;100;"Scope 1 +2 (market-based)";38;39;4;"10389-abs-S12M-2016-2025-1";"S12M";"Scope 1+2";"S1";"S2M";"absolute";42;42;38;4;0.904761904761905;1;0;42;35.5101369863014
"L'Oréal";"France";"Austria";"Chemicals";"Manufacturing";"Personal care & household products";2016;25;2030;9880648;8039244;120450;2016;2017;9743556;101838;12.9050448027203;0.000348692403486924;100;"Scope 1+2 (market-based) +3 (upstream & downstream)";38;39;4;"10389-abs-S12M3-2016-2030-1";"S12M3";"Scope 1+2+3";"S1";"S2M";"absolute";3445.30689912827;51.6201792108812;38;4;0.904761904761905;0.0149827521095267;38.7151344081609;51.6201792108812;35.5101369863014
"L'Oréal";"France";"Austria";"Chemicals";"Manufacturing";"Personal care & household products";2015;100;2020;400000;NA;NA;2015;2016;NA;NA;222.804718217562;0.000557011795543906;100;"Other, please specify: Scope1+Scope2+Downstream transportation";34;0;0;"10389-abs-S12X-2015-2020-1";"S12X";"Scope 1+2";"S1";"max";"absolute";222.804718217562;222.804718217562;34;0;1;1;0;222.804718217562;222.804718217562
"L'Oréal";"France";"Austria";"Chemicals";"Manufacturing";"Personal care & household products";2016;60;2020;39879;NA;NA;2016;2017;NA;NA;14.673937672482;0.000613269209044107;98;"Other, please specify: Scope 1+Scope 2 (Admin & Research sites)";38;39;4;"10389-abs-S12X-2016-2020-1";"S12X";"Scope 1+2";"S1";"max";"absolute";24.4565627874699;24.45656278747;38;39;0.493506493506494;1;9.782625114988;24.45656278747;24.45656278747
"LEGRAND";"France";"Austria";"Electrical & electronic equipment, Metal products manufacturing";"Manufacturing";"Electrical equipment, Fabricated metal components";2016;15;2030;57000;57336;NA;2016;2017;58118;NA;15.806822938468;0.00184875122087345;100;"Scope 1";106;0;0;"10609-abs-S1-2016-2030-1";"S1";"Scope 1";"S1";"";"absolute";105.378819589787;105.378819589787;106;0;1;1;89.5719966513187;105.378819589787;107.445723454723
"Lexmark International, Inc.";"United States of America";"Austria";"Electrical & electronic equipment";"Manufacturing";"Communications equipment, Electronic equipment";2015;10;2020;122938;122938;NA;2015;2016;115244;NA;13.153050511093;0.00106989299574525;98;"Scope 1+2 (location-based)";62;81.08;0;"10666-abs-S12L-2015-2020-1";"S12L";"Scope 1+2";"S1";"S2L";"absolute";131.53050511093;131.53050511093;62;81.08;0.433324014537322;1;118.377454599837;131.53050511093;123.298748401666
"Mastercard Incorporated";"United States of America";"Austria";"Specialized professional services";"Services";"Other financial, Other professional services";2016;20;2025;99984.78;99951.59;NA;2016;2017;84761.34;NA;7.044;0.000352253612999899;100;"Scope 1+2 (location-based)";0;35.22;35.22;"11421-abs-S12L-2016-2025-1";"S12L";"Scope 1+2";"S1";"S2L";"absolute";35.22;35.22;0;35.22;0;1;28.176;35.22;29.8574882577129
"Merck & Co., Inc.";"United States of America";"Austria";"Biotech & pharma";"Biotech, health care & pharma";"Pharmaceuticals";2015;40;2025;1456100;1456100;NA;2015;2016;1264100;NA;2363.86161011311;0.0040585495675316;100;"Scope 1 +2 (market-based)";3000;1300;3100;"11765-abs-S12M-2015-2025-1";"S12M";"Scope 1+2";"S1";"S2M";"absolute";5909.65402528276;5909.65402528278;3000;3100;0.491803278688525;1;3545.79241516967;5909.65402528278;5130.4125083167
"NH Hotel Group";"Spain";"Austria";"Bars, hotels & restaurants";"Hospitality";"Hotels & lodging";2007;70;2030;123640;NA;NA;2009;2010;100293;NA;2273.10925664399;0.0262641454065257;100;"Scope 1+2 (location-based)";112;2752;0;"13161-abs-S12L-2007-2030-1";"S12L";"Scope 1+2";"S1";"S2L";"absolute";3247.29893806284;3247.29893806284;112;2752;0.0391061452513966;1;974.189681418853;3049.63726357206;2634.10993525668
"NH Hotel Group";"Spain";"Austria";"Bars, hotels & restaurants";"Hospitality";"Hotels & lodging";2016;36;2019;49069;88124.05;NA;2016;2017;45856;NA;236738.613432823;13.4016845571669;100;"Scope 1 +2 (market-based)";1180311;0;699.72;"13161-abs-S12M-2016-2019-1";"S12M";"Scope 1+2";"S1";"S2M";"absolute";657607.259535623;657607.25953562;1180311;699.72;0.999407524429583;1;420868.646102796;657607.25953562;614547.647053445
"Novartis";"Switzerland";"Austria";"Biotech & pharma, Medical equipment & supplies";"Biotech, health care & pharma";"Medical equipment, Pharmaceuticals";2010;30;2020;1488100;1488100;NA;2017;2018;1250497;NA;28812.207930127;0.0645391392382389;100;"Scope 1 +2 (market-based)";79073;56263;1633;"13524-abs-S12M-2010-2020-1";"S12M";"Scope 1+2";"S1";"S2M";"absolute";96040.6931004233;96040.6931004233;79073;1633;0.979766064480956;1;67228.4851702963;75872.1475493344;80706
"Novartis";"Switzerland";"Austria";"Biotech & pharma, Medical equipment & supplies";"Biotech, health care & pharma";"Medical equipment, Pharmaceuticals";2010;50;2030;1488100;1488100;NA;2017;2018;1250497;NA;48020.3465502116;0.0645391392382389;100;"Scope 1 +2 (market-based)";79073;56263;1633;"13524-abs-S12M-2010-2030-1";"S12M";"Scope 1+2";"S1";"S2M";"absolute";96040.6931004233;96040.6931004232;79073;1633;0.979766064480956;1;48020.3465502116;79233.5718078491;80706
"Österreichische Post AG";"Austria";"Austria";"Intermodal transport & logistics";"Transportation services";"Logistics - 3rd party, Logistics - transport";2013;14;2025;70383;51455;58302;2017;2018;83555;65848;7765.43797211418;1;100;"Scope 1+2 (location-based) +3 (upstream)";43025;22823;6337;"13793-abs-S12L3-2013-2025-1";"S12L3";"Scope 1+2+3";"S1";"S2L";"absolute";70383;55467.4140865299;43025;22823;0.653398736484024;1.13306772908367;47701.9761144157;52878.9347624918;65848
"Orkla ASA";"Norway";"Austria";"Chemicals, Financial services, Food & beverage processing, Metal smelting, refining & forming";"Food, beverage & agriculture, Manufacturing, Materials, Services";"Baked goods & cereals, Banks, Metal processing, Other food processing, Personal care & household products";2014;63;2025;218648;209648;NA;2017;2018;141449;NA;2991.13969812441;0.0217145402229779;100;"Scope 1 +2 (market-based)";2990.2;587.5;81.3;"14057-abs-S12M-2014-2025-1";"S12M";"Scope 1+2";"S1";"S2M";"absolute";4747.84079067367;4747.84079067367;2990.2;81.3;0.973530848119811;1;1756.70109254926;3932.07541845792;3071.5
"Orkla ASA";"Norway";"Austria";"Chemicals, Financial services, Food & beverage processing, Metal smelting, refining & forming";"Food, beverage & agriculture, Manufacturing, Materials, Services";"Baked goods & cereals, Banks, Metal processing, Other food processing, Personal care & household products";2014;77;2040;218648;209648;NA;2017;2018;141449;NA;3655.83740881873;0.0217145402229779;100;"Scope 1 +2 (market-based)";2990.2;587.5;81.3;"14057-abs-S12M-2014-2040-1";"S12M";"Scope 1+2";"S1";"S2M";"absolute";4747.84079067367;4747.84079067368;2990.2;81.3;0.973530848119811;1;1092.00338185495;4326.01339734844;3071.5
"Panasonic Corporation";"Japan";"Austria";"Electrical & electronic equipment, Powered machinery";"Manufacturing";"Electrical equipment, Electronic equipment, Household appliances, Industrial machinery";2013;30;2030;3080000;3235269;NA;2013;2015;2408421;NA;1242.65524752347;0.00134486498649726;100;"Scope 1+2 (location-based)";3201;1150;0;"14292-abs-S12L-2013-2030-1";"S12L";"Scope 1+2";"S1";"S2L";"absolute";4142.18415841156;4142.18415841157;3201;1150;0.73569294415077;1;2899.5289108881;4142.18415841157;3239.00107564472
"Panasonic Corporation";"Japan";"Austria";"Electrical & electronic equipment, Powered machinery";"Manufacturing";"Electrical equipment, Electronic equipment, Household appliances, Industrial machinery";2013;100;2050;3080000;3235269;NA;2013;2015;2408421;NA;4142.18415841156;0.00134486498649726;100;"Scope 1+2 (location-based)";3201;1150;0;"14292-abs-S12L-2013-2050-1";"S12L";"Scope 1+2";"S1";"S2L";"absolute";4142.18415841156;4142.18415841156;3201;1150;0.73569294415077;1;0;4142.18415841156;3239.00107564472
"Prudential plc";"United Kingdom of Great Britain and Northern Ireland";"Austria";"Financial services";"Services";"Asset managers, Insurance";2016;18;2020;9609;101858;NA;2016;2017;96179.59;NA;0.19794165520925;0.000114442279349944;9.5;"Scope 1+2 (location-based)";9.16;2.41;0;"15283-abs-S12L-2016-2020-1";"S12L";"Scope 1+2";"S1";"S2L";"absolute";1.09967586227361;1.09967586227361;9.16;2.41;0.791702679343129;1;0.901734207064361;1.09967586227361;11.0070115065431
"Raiffeisen Bank International AG";"Austria";"Austria";"Financial services";"Services";"Banks";2011;30;2025;44347;44347;NA;2011;2017;32712;NA;139.942002618392;0.0105187124734775;100;"Scope 1+2 (location-based)";308;158;2052;"15493-abs-S12L-2011-2025-1";"S12L";"Scope 1+2";"S1";"S2L";"absolute";466.473342061307;466.473342061307;308;158;0.660944206008584;1;326.531339442915;466.473342061307;344.088122432396
"Raiffeisen Bank International AG";"Austria";"Austria";"Financial services";"Services";"Banks";2011;70;2050;44347;44347;NA;2011;2017;32712;NA;326.531339442915;0.0105187124734775;100;"Scope 1+2 (location-based)";308;158;2052;"15493-abs-S12L-2011-2050-1";"S12L";"Scope 1+2";"S1";"S2L";"absolute";466.473342061307;466.473342061307;308;158;0.660944206008584;1;139.942002618392;466.473342061307;344.088122432396
"Royal Bank of Scotland Group";"United Kingdom of Great Britain and Northern Ireland";"Austria";"Financial services";"Services";"Asset managers, Banks";2014;45;2020;512583;3005877;407231;2017;2018;2085217;243131;0.110617911708949;0.00000411300903628085;100;"Scope 1+2 (location-based) +3 (upstream)";0.3;0.7;0;"15949-abs-S12L3-2014-2020-1";"S12L3";"Scope 1+2+3";"S1";"S2L";"absolute";2.10825851084395;0.245817581575442;0.3;0.7;0.3;0.135478264746029;0.135199669866493;0.190508625720968;0.999999999999999
"Meliá Hotels International S.A.";"Spain";"Austria";"Bars, hotels & restaurants, Entertainment services, Other services";"Hospitality, Services";"Entertainment services, Hotels & lodging, Real estate services";2011;11.4;2020;47348;56359.02;NA;2017;2018;48539;NA;0;0;100;"Scope 1";0;1283.39;0;"17334-abs-S1-2011-2020-1";"S1";"Scope 1";"S1";"";"absolute";0;0;0;0;0;1;0;0;0
"Telekom Austria AG";"Austria";"Austria";"Media, telecommunications & data center services";"Services";"Telecommunications services";2012;25;2020;219571;219301;NA;2017;2018;218488;NA;6498.80434737835;0.118390941378932;100;"Scope 1 +2 (market-based)";17090;100311;8777;"18433-abs-S12M-2012-2020-1";"S12M";"Scope 1+2";"S1";"S2M";"absolute";25995.2173895135;25995.2173895134;17090;8777;0.660687362276259;1;19496.413042135;21933.4646724019;25867.0000000001
"Telekom Austria AG";"Austria";"Austria";"Media, telecommunications & data center services";"Services";"Telecommunications services";2013;45;2030;325096;NA;NA;2017;2018;325861;218488;11612.8232724996;0.118390941378932;100;"Scope 1+2 (market-based) +3 (upstream)";17090;100311;8777;"18433-abs-S12M3-2013-2030-1";"S12M3";"Scope 1+2+3";"S1";"S2M";"absolute";38488.4214785253;25806.273938888;17090;8777;0.660687362276259;0.670494474637959;14193.4506663884;23073.844933594;25867.0000000001
"Telekom Austria AG";"Austria";"Austria";"Media, telecommunications & data center services";"Services";"Telecommunications services";2013;79;2050;325096;NA;NA;2017;2018;325861;218488;20386.9564117216;0.118390941378932;100;"Scope 1+2 (market-based) +3 (upstream)";17090;100311;8777;"18433-abs-S12M3-2013-2050-1";"S12M3";"Scope 1+2+3";"S1";"S2M";"absolute";38488.4214785253;25806.2739388881;17090;8777;0.660687362276259;0.670494474637959;5419.3175271665;23602.2786511344;25867.0000000001
"UniCredit";"Italy";"Austria";"Financial services";"Services";"Asset managers, Banks";2008;60;2020;491448;491448;NA;2009;2010;290777;NA;2457.88007293566;0.00833550403750977;100;"Scope 1+2 (location-based)";4192;0;0;"19794-abs-S12L-2008-2020-1";"S12L";"Scope 1+2";"S1";"S2L";"absolute";4096.4667882261;4096.4667882261;4192;0;1;1;1638.58671529044;3891.6434488148;2423.77285751498
"UniCredit";"Italy";"Austria";"Financial services";"Services";"Asset managers, Banks";2008;80;2030;491448;491448;NA;2009;2010;290777;NA;3277.17343058088;0.00833550403750977;100;"Scope 1+2 (location-based)";4192;0;0;"19794-abs-S12L-2008-2030-1";"S12L";"Scope 1+2";"S1";"S2L";"absolute";4096.4667882261;4096.4667882261;4192;0;1;1;819.29335764522;3947.50435956333;2423.77285751498
"VERBUND AG";"Austria";"Austria";"Energy utility networks, Renewable power generation, Thermal power generation";"Infrastructure, Power generation";"CCGT generation, Coal generation, Electricity networks, Other renewable generation";2005;99;2050;4900000;NA;NA;2017;2018;1972243;1712118;4210203.31571718;0.999766371243104;95;"Scope 1+2 (market-based) +3 (upstream)";1357663;451625;354055;"20108-abs-S12M3-2005-2050-1";"S12M3";"Scope 1+2+3";"S1";"S2M";"absolute";4898855.21909121;4252730.62193655;1357663;354055;0.793158101977078;0.868107023323191;42527.3062193655;3130009.7377453;1711718
"VERBUND AG";"Austria";"Austria";"Energy utility networks, Renewable power generation, Thermal power generation";"Infrastructure, Power generation";"CCGT generation, Coal generation, Electricity networks, Other renewable generation";2011;90;2021;4997000;NA;4419469;2017;2018;1972243;1712118;3903225.59715005;0.999766371243104;95;"Scope 1+2 (market-based) +3 (upstream)";1357663;451625;354055;"20108-abs-S12M3-2011-2021-1";"S12M3";"Scope 1+2+3";"S1";"S2M";"absolute";4995832.55710179;4336917.33016672;1357663;354055;0.793158101977078;0.868107023323191;433691.733016672;1994981.97187669;1711718
"Voestalpine AG";"Austria";"Austria";"Metal smelting, refining & forming";"Materials";"Iron & steel";1990;5;2035;11000000;NA;NA;2016;2017;15141989;NA;509420.294535687;0.926218717337612;100;"Scope 1 +2 (market-based)";12159095;474166;172807;"20301-abs-S12M-1990-2035-1";"S12M";"Scope 1+2";"S1";"S2M";"absolute";10188405.8907137;10188405.8907137;12159095;172807;0.985986995355623;1;9678985.59617805;9894074.16498201;14024793.6295202
