"Scope_short";"account_id";"company_name";"incorporation_country";"Country/Region";"primary_sector";"primary_industry";"primary_activity";"Base year";"% reduction from base year";"Target year";"BY_EM_target";"BY_EM_100";"BY_EM_100_excl_scope3";"Most recent accounting year";"MRY_EM_100";"MRY_EM_100_excl_scope3";"Country impact (excl. scope 3)";"percent_alloc";"% emissions in Scope";"Scope_long";"Country S1";"Country S2L";"Country S2M";"Global S1";"Global S2L";"Global S2M";"T_ID";"Target coverage";"Year target was set";"Is this a science-based target?";"% of target achieved [auto-calculated]";"Scope";"Scope1";"Scope2";"target_type";"BY_tmp";"BaseYearEmissions_excl_scope3";"S1";"S2";"perc_scope1";"ratio_EM_excl_incl_scope3";"TargetYearEmissions_excl_scope3";"MRY_EM_excl_scope3_interpolated";"MRY_EM_excl_scope3"
"S12M";4136;"Cummins Inc.";"United States of America";"Japan";"Powered machinery";"Manufacturing";"Engines & motors";2018;50;2030;177.412335889392;177.412335889392;NA;2019;139;NA;88.7061679446962;0.0002018705704659;100;"Scope 1+2 (market-based)";27;112;112;302907;504351;385653;"4136-abs-S12M-2018-2030-1";NA;2019;"Yes, this target has been approved as science-based by the Science-Based Targets initiative";43.3028917598385;"Scope 1+2";"S1";"S2M";"absolute";177.412335889392;177.412335889392;27;112;0.194244604316547;1;88.7061679446962;170.020155227334;139
"S12M";4136;"Cummins Inc.";"United States of America";"Kazakhstan";"Powered machinery";"Manufacturing";"Engines & motors";2018;50;2030;222.084506796793;222.084506796793;NA;2019;174;NA;111.042253398397;0.000252701289647961;100;"Scope 1+2 (market-based)";90;84;84;302907;504351;385653;"4136-abs-S12M-2018-2030-1";NA;2019;"Yes, this target has been approved as science-based by the Science-Based Targets initiative";43.3028917598385;"Scope 1+2";"S1";"S2M";"absolute";222.084506796793;222.084506796794;90;84;0.517241379310345;1;111.042253398397;212.830985680261;174
"S12M";4136;"Cummins Inc.";"United States of America";"Malaysia";"Powered machinery";"Manufacturing";"Engines & motors";2018;50;2030;870.469158824213;870.469158824213;NA;2019;682;NA;435.234579412106;0.000990472870919019;100;"Scope 1+2 (market-based)";344;338;338;302907;504351;385653;"4136-abs-S12M-2018-2030-1";NA;2019;"Yes, this target has been approved as science-based by the Science-Based Targets initiative";43.3028917598385;"Scope 1+2";"S1";"S2M";"absolute";870.469158824213;870.469158824212;344;338;0.504398826979472;1;435.234579412106;834.19961053987;682
"S12M";4136;"Cummins Inc.";"United States of America";"Mexico";"Powered machinery";"Manufacturing";"Engines & motors";2018;50;2030;34897.8999128616;34897.8999128616;NA;2019;27342;NA;17448.9499564308;0.0397089578250261;100;"Scope 1+2 (market-based)";5059;22283;22283;302907;504351;385653;"4136-abs-S12M-2018-2030-1";NA;2019;"Yes, this target has been approved as science-based by the Science-Based Targets initiative";43.3028917598385;"Scope 1+2";"S1";"S2M";"absolute";34897.8999128616;34897.8999128616;5059;22283;0.185026698851584;1;17448.9499564308;33443.8207498257;27342
"S12M";4136;"Cummins Inc.";"United States of America";"Mongolia";"Powered machinery";"Manufacturing";"Engines & motors";2018;50;2030;815.58620599512;815.58620599512;NA;2019;639;NA;407.79310299756;0.000928023701638201;100;"Scope 1+2 (market-based)";210;429;429;302907;504351;385653;"4136-abs-S12M-2018-2030-1";NA;2019;"Yes, this target has been approved as science-based by the Science-Based Targets initiative";43.3028917598385;"Scope 1+2";"S1";"S2M";"absolute";815.58620599512;815.58620599512;210;429;0.328638497652582;1;407.79310299756;781.60344741199;639
"S12M";4136;"Cummins Inc.";"United States of America";"Morocco";"Powered machinery";"Manufacturing";"Engines & motors";2018;50;2030;86.791646334379;86.791646334379;NA;2019;68;NA;43.3958231671895;0.000098756825839433;100;"Scope 1+2 (market-based)";38;30;30;302907;504351;385653;"4136-abs-S12M-2018-2030-1";NA;2019;"Yes, this target has been approved as science-based by the Science-Based Targets initiative";43.3028917598385;"Scope 1+2";"S1";"S2M";"absolute";86.791646334379;86.791646334379;38;30;0.558823529411765;1;43.3958231671895;83.1753277371132;68
"S12M";4136;"Cummins Inc.";"United States of America";"Mozambique";"Powered machinery";"Manufacturing";"Engines & motors";2018;50;2030;7.65808644126874;7.65808644126874;NA;2019;6;NA;3.82904322063437;0.00000871383757406762;100;"Scope 1+2 (market-based)";5;1;1;302907;504351;385653;"4136-abs-S12M-2018-2030-1";NA;2019;"Yes, this target has been approved as science-based by the Science-Based Targets initiative";43.3028917598385;"Scope 1+2";"S1";"S2M";"absolute";7.65808644126874;7.65808644126874;5;1;0.833333333333333;1;3.82904322063437;7.33899950621588;6
"S12M";4136;"Cummins Inc.";"United States of America";"Netherlands";"Powered machinery";"Manufacturing";"Engines & motors";2018;50;2030;414.813015568723;414.813015568723;NA;2019;325;NA;207.406507784362;0.000471999535261996;100;"Scope 1+2 (market-based)";249;63;76;302907;504351;385653;"4136-abs-S12M-2018-2030-1";NA;2019;"Yes, this target has been approved as science-based by the Science-Based Targets initiative";43.3028917598385;"Scope 1+2";"S1";"S2M";"absolute";414.813015568723;414.813015568724;249;76;0.766153846153846;1;207.406507784362;397.529139920027;325
"S12M";4136;"Cummins Inc.";"United States of America";"New Zealand";"Powered machinery";"Manufacturing";"Engines & motors";2018;50;2030;68.9227779714186;68.9227779714186;NA;2019;54;NA;34.4613889857093;0.0000784245381666086;100;"Scope 1+2 (market-based)";11;43;43;302907;504351;385653;"4136-abs-S12M-2018-2030-1";NA;2019;"Yes, this target has been approved as science-based by the Science-Based Targets initiative";43.3028917598385;"Scope 1+2";"S1";"S2M";"absolute";68.9227779714186;68.9227779714186;11;43;0.203703703703704;1;34.4613889857093;66.0509955559428;54
"S12M";4136;"Cummins Inc.";"United States of America";"Nigeria";"Powered machinery";"Manufacturing";"Engines & motors";2018;50;2030;1863.46770070872;1863.46770070872;NA;2019;1460;NA;931.733850354363;0.00212036714302312;100;"Scope 1+2 (market-based)";1282;178;178;302907;504351;385653;"4136-abs-S12M-2018-2030-1";NA;2019;"Yes, this target has been approved as science-based by the Science-Based Targets initiative";43.3028917598385;"Scope 1+2";"S1";"S2M";"absolute";1863.46770070872;1863.46770070873;1282;178;0.878082191780822;1;931.733850354363;1785.8232131792;1460
"S12M";4136;"Cummins Inc.";"United States of America";"Norway";"Powered machinery";"Manufacturing";"Engines & motors";2018;50;2030;105.936862437551;105.936862437551;NA;2019;83;NA;52.9684312187754;0.000120541419774602;100;"Scope 1+2 (market-based)";18;2;65;302907;504351;385653;"4136-abs-S12M-2018-2030-1";NA;2019;"Yes, this target has been approved as science-based by the Science-Based Targets initiative";43.3028917598385;"Scope 1+2";"S1";"S2M";"absolute";105.936862437551;105.936862437551;18;65;0.216867469879518;1;52.9684312187754;101.522826502653;83
"S12M";4136;"Cummins Inc.";"United States of America";"Panama";"Powered machinery";"Manufacturing";"Engines & motors";2018;50;2030;130.187469501569;130.187469501569;NA;2019;102;NA;65.0937347507843;0.00014813523875915;100;"Scope 1+2 (market-based)";74;28;28;302907;504351;385653;"4136-abs-S12M-2018-2030-1";NA;2019;"Yes, this target has been approved as science-based by the Science-Based Targets initiative";43.3028917598385;"Scope 1+2";"S1";"S2M";"absolute";130.187469501569;130.187469501569;74;28;0.725490196078431;1;65.0937347507843;124.76299160567;102
"S12M";4136;"Cummins Inc.";"United States of America";"Papua New Guinea";"Powered machinery";"Manufacturing";"Engines & motors";2018;50;2030;57.4356483095155;57.4356483095155;NA;2019;45;NA;28.7178241547578;0.0000653537818055071;100;"Scope 1+2 (market-based)";6;39;39;302907;504351;385653;"4136-abs-S12M-2018-2030-1";NA;2019;"Yes, this target has been approved as science-based by the Science-Based Targets initiative";43.3028917598385;"Scope 1+2";"S1";"S2M";"absolute";57.4356483095155;57.4356483095156;6;39;0.133333333333333;1;28.7178241547578;55.0424962966191;45
"S12M";4136;"Cummins Inc.";"United States of America";"Philippines";"Powered machinery";"Manufacturing";"Engines & motors";2018;50;2030;298.665371209481;298.665371209481;NA;2019;234;NA;149.33268560474;0.000339839665388637;100;"Scope 1+2 (market-based)";120;114;114;302907;504351;385653;"4136-abs-S12M-2018-2030-1";NA;2019;"Yes, this target has been approved as science-based by the Science-Based Targets initiative";43.3028917598385;"Scope 1+2";"S1";"S2M";"absolute";298.665371209481;298.66537120948;120;114;0.512820512820513;1;149.33268560474;286.220980742418;234
"S12M";4136;"Cummins Inc.";"United States of America";"Poland";"Powered machinery";"Manufacturing";"Engines & motors";2018;50;2030;428.852840711049;428.852840711049;NA;2019;336;NA;214.426420355525;0.000487974904147787;100;"Scope 1+2 (market-based)";252;67;84;302907;504351;385653;"4136-abs-S12M-2018-2030-1";NA;2019;"Yes, this target has been approved as science-based by the Science-Based Targets initiative";43.3028917598385;"Scope 1+2";"S1";"S2M";"absolute";428.852840711049;428.85284071105;252;84;0.75;1;214.426420355525;410.98397234809;336
"S12M";4136;"Cummins Inc.";"United States of America";"Republic of Korea";"Powered machinery";"Manufacturing";"Engines & motors";2018;50;2030;7983.55511502265;7983.55511502265;NA;2019;6255;NA;3991.77755751133;0.00908417567096549;100;"Scope 1+2 (market-based)";1790;4465;4465;302907;504351;385653;"4136-abs-S12M-2018-2030-1";NA;2019;"Yes, this target has been approved as science-based by the Science-Based Targets initiative";43.3028917598385;"Scope 1+2";"S1";"S2M";"absolute";7983.55511502265;7983.55511502266;1790;4465;0.28617106314948;1;3991.77755751133;7650.90698523005;6255
"S12M";4136;"Cummins Inc.";"United States of America";"Romania";"Powered machinery";"Manufacturing";"Engines & motors";2018;50;2030;6238.7877541536;6238.7877541536;NA;2019;4888;NA;3119.3938770768;0.00709887301034042;100;"Scope 1+2 (market-based)";1340;3065;3548;302907;504351;385653;"4136-abs-S12M-2018-2030-1";NA;2019;"Yes, this target has been approved as science-based by the Science-Based Targets initiative";43.3028917598385;"Scope 1+2";"S1";"S2M";"absolute";6238.7877541536;6238.7877541536;1340;3548;0.274140752864157;1;3119.3938770768;5978.8382643972;4888
"S12M";4136;"Cummins Inc.";"United States of America";"Russian Federation";"Powered machinery";"Manufacturing";"Engines & motors";2018;50;2030;1872.4021348902;1872.4021348902;NA;2019;1467;NA;936.201067445103;0.00213053328685953;100;"Scope 1+2 (market-based)";389;1078;1078;302907;504351;385653;"4136-abs-S12M-2018-2030-1";NA;2019;"Yes, this target has been approved as science-based by the Science-Based Targets initiative";43.3028917598385;"Scope 1+2";"S1";"S2M";"absolute";1872.4021348902;1872.40213489021;389;1078;0.265167007498296;1;936.201067445103;1794.38537926978;1467
"S12M";4136;"Cummins Inc.";"United States of America";"Saudi Arabia";"Powered machinery";"Manufacturing";"Engines & motors";2018;50;2030;382.904322063437;382.904322063437;NA;2019;300;NA;191.452161031718;0.000435691878703381;100;"Scope 1+2 (market-based)";14;286;286;302907;504351;385653;"4136-abs-S12M-2018-2030-1";NA;2019;"Yes, this target has been approved as science-based by the Science-Based Targets initiative";43.3028917598385;"Scope 1+2";"S1";"S2M";"absolute";382.904322063437;382.904322063436;14;286;0.0466666666666667;1;191.452161031718;366.949975310793;300
"S12M";4136;"Cummins Inc.";"United States of America";"Senegal";"Powered machinery";"Manufacturing";"Engines & motors";2018;50;2030;72.751821192053;72.751821192053;NA;2019;57;NA;36.3759105960265;0.0000827814569536424;100;"Scope 1+2 (market-based)";46;11;11;302907;504351;385653;"4136-abs-S12M-2018-2030-1";NA;2019;"Yes, this target has been approved as science-based by the Science-Based Targets initiative";43.3028917598385;"Scope 1+2";"S1";"S2M";"absolute";72.751821192053;72.751821192053;46;11;0.807017543859649;1;36.3759105960265;69.7204953090508;57
"S12M";4136;"Cummins Inc.";"United States of America";"Serbia";"Powered machinery";"Manufacturing";"Engines & motors";2018;50;2030;74.0281689322644;74.0281689322644;NA;2019;58;NA;37.0140844661322;0.000084233763215987;100;"Scope 1+2 (market-based)";57;1;1;302907;504351;385653;"4136-abs-S12M-2018-2030-1";NA;2019;"Yes, this target has been approved as science-based by the Science-Based Targets initiative";43.3028917598385;"Scope 1+2";"S1";"S2M";"absolute";74.0281689322644;74.0281689322644;57;1;0.982758620689655;1;37.0140844661322;70.9436618934201;58
"S12M";4136;"Cummins Inc.";"United States of America";"Singapore";"Powered machinery";"Manufacturing";"Engines & motors";2018;50;2030;1019.80184442895;1019.80184442895;NA;2019;799.000000000001;NA;509.900922214477;0.00116039270361334;100;"Scope 1+2 (market-based)";150;649;649;302907;504351;385653;"4136-abs-S12M-2018-2030-1";NA;2019;"Yes, this target has been approved as science-based by the Science-Based Targets initiative";43.3028917598385;"Scope 1+2";"S1";"S2M";"absolute";1019.80184442895;1019.80184442895;150;649;0.187734668335419;1;509.900922214477;977.310100911081;799.000000000001
"S12M";4136;"Cummins Inc.";"United States of America";"South Africa";"Powered machinery";"Manufacturing";"Engines & motors";2018;50;2030;5945.22777390496;5945.22777390496;NA;2019;4658;NA;2972.61388695248;0.00676484257000116;100;"Scope 1+2 (market-based)";1573;3085;3085;302907;504351;385653;"4136-abs-S12M-2018-2030-1";NA;2019;"Yes, this target has been approved as science-based by the Science-Based Targets initiative";43.3028917598385;"Scope 1+2";"S1";"S2M";"absolute";5945.22777390496;5945.22777390496;1573;3085;0.337698583082868;1;2972.61388695248;5697.50994999225;4658
"S12M";4136;"Cummins Inc.";"United States of America";"Spain";"Powered machinery";"Manufacturing";"Engines & motors";2018;50;2030;176.135988149181;176.135988149181;NA;2019;138;NA;88.0679940745905;0.000200418264203555;100;"Scope 1+2 (market-based)";82;36;56;302907;504351;385653;"4136-abs-S12M-2018-2030-1";NA;2019;"Yes, this target has been approved as science-based by the Science-Based Targets initiative";43.3028917598385;"Scope 1+2";"S1";"S2M";"absolute";176.135988149181;176.135988149181;82;56;0.594202898550725;1;88.0679940745905;168.796988642965;138
"S12M";4136;"Cummins Inc.";"United States of America";"Turkey";"Powered machinery";"Manufacturing";"Engines & motors";2018;50;2030;788.78290345068;788.78290345068;NA;2019;618;NA;394.39145172534;0.000897525270128965;100;"Scope 1+2 (market-based)";542;76;76;302907;504351;385653;"4136-abs-S12M-2018-2030-1";NA;2019;"Yes, this target has been approved as science-based by the Science-Based Targets initiative";43.3028917598385;"Scope 1+2";"S1";"S2M";"absolute";788.78290345068;788.78290345068;542;76;0.877022653721683;1;394.39145172534;755.916949140235;618
"S12M";4136;"Cummins Inc.";"United States of America";"United Arab Emirates";"Powered machinery";"Manufacturing";"Engines & motors";2018;50;2030;2783.71442140119;2783.71442140119;NA;2019;2181;NA;1391.85721070059;0.00316747995817358;100;"Scope 1+2 (market-based)";418;1763;1763;302907;504351;385653;"4136-abs-S12M-2018-2030-1";NA;2019;"Yes, this target has been approved as science-based by the Science-Based Targets initiative";43.3028917598385;"Scope 1+2";"S1";"S2M";"absolute";2783.71442140119;2783.71442140118;418;1763;0.191655204034846;1;1391.85721070059;2667.72632050946;2181
"S12M";4136;"Cummins Inc.";"United States of America";"United Kingdom of Great Britain and Northern Ireland";"Powered machinery";"Manufacturing";"Engines & motors";2018;50;2030;55295.2131491809;55295.2131491809;NA;2019;43323;NA;27647.6065745904;0.0629182642035552;100;"Scope 1+2 (market-based)";24950;11933;18373;302907;504351;385653;"4136-abs-S12M-2018-2030-1";NA;2019;"Yes, this target has been approved as science-based by the Science-Based Targets initiative";43.3028917598385;"Scope 1+2";"S1";"S2M";"absolute";55295.2131491809;55295.2131491808;24950;18373;0.575906562334095;1;27647.6065745904;52991.2459346316;43323
"S12M";4136;"Cummins Inc.";"United States of America";"United States of America";"Powered machinery";"Manufacturing";"Engines & motors";2018;50;2030;373900.965103985;373900.965103985;NA;2019;292946;NA;186950.482551993;0.425447310328802;100;"Scope 1+2 (market-based)";181240;238458;111706;302907;504351;385653;"4136-abs-S12M-2018-2030-1";NA;2019;"Yes, this target has been approved as science-based by the Science-Based Targets initiative";43.3028917598385;"Scope 1+2";"S1";"S2M";"absolute";373900.965103985;373900.965103986;181240;111706;0.618680575942324;1;186950.482551993;358321.758224653;292946
"S12M";4136;"Cummins Inc.";"United States of America";"Zambia";"Powered machinery";"Manufacturing";"Engines & motors";2018;50;2030;320.363282793075;320.363282793075;NA;2019;251;NA;160.181641396538;0.000364528871848495;100;"Scope 1+2 (market-based)";249;2;2;302907;504351;385653;"4136-abs-S12M-2018-2030-1";NA;2019;"Yes, this target has been approved as science-based by the Science-Based Targets initiative";43.3028917598385;"Scope 1+2";"S1";"S2M";"absolute";320.363282793075;320.363282793076;249;2;0.99203187250996;1;160.181641396538;307.014812676698;251
"S12L3";4312;"Danske Bank A/S";"Denmark";"Denmark";"Financial services";"Services";"Banks";2010;75;2023;29987.8104609011;NA;22910.6010357328;2019;9717.08715846712;8380.32490937339;19396.8308777654;0.538477472812015;100;"Scope 1+2 (location-based) +3 (upstream)";NA;NA;NA;NA;NA;NA;"4312-abs-S12L3-2010-2023-1";"Company-wide";2019;"No, and we do not anticipate setting one in the next 2 years";96.8695756269827;"Scope 1+2+3";"S1";"S2L";"absolute";29987.8104609011;25862.4411703539;NA;NA;0.4;0.862431793880852;6465.61029258847;12433.8659472855;8380.32490937339
"S12L3";4312;"Danske Bank A/S";"Denmark";"Finland";"Financial services";"Services";"Banks";2010;75;2023;8072.31020196788;NA;6167.22180217503;2019;2615.70753573278;2255.86934230968;5221.3627261844;0.144950802692905;100;"Scope 1+2 (location-based) +3 (upstream)";NA;NA;NA;NA;NA;NA;"4312-abs-S12L3-2010-2023-1";"Company-wide";2019;"No, and we do not anticipate setting one in the next 2 years";96.8695756269827;"Scope 1+2+3";"S1";"S2L";"absolute";8072.31020196788;6961.81696824587;NA;NA;0.4;0.862431793880852;1740.45424206147;3347.02738857974;2255.86934230968
"S12L3";4312;"Danske Bank A/S";"Denmark";"India";"Financial services";"Services";"Banks";2010;75;2023;3685.74935266701;NA;2815.90191610564;2019;1194.31019316416;1030.01108234076;2384.03056951185;0.0661833247022268;100;"Scope 1+2 (location-based) +3 (upstream)";NA;NA;NA;NA;NA;NA;"4312-abs-S12L3-2010-2023-1";"Company-wide";2019;"No, and we do not anticipate setting one in the next 2 years";96.8695756269827;"Scope 1+2+3";"S1";"S2L";"absolute";3685.74935266701;3178.7074260158;NA;NA;0.4;0.862431793880852;794.67685650395;1528.22472404606;1030.01108234076
"S12L3";4312;"Danske Bank A/S";"Denmark";"Ireland";"Financial services";"Services";"Banks";2010;75;2023;282.631796996375;NA;215.92988089073;2019;91.5824717762817;78.9836354220611;182.812985768514;0.00507509062661833;100;"Scope 1+2 (location-based) +3 (upstream)";NA;NA;NA;NA;NA;NA;"4312-abs-S12L3-2010-2023-1";"Company-wide";2019;"No, and we do not anticipate setting one in the next 2 years";96.8695756269827;"Scope 1+2+3";"S1";"S2L";"absolute";282.631796996375;243.750647691352;NA;NA;0.4;0.862431793880852;60.937661922838;117.187811390073;78.9836354220611
"S12L3";4312;"Danske Bank A/S";"Denmark";"Lithuania";"Financial services";"Services";"Banks";2010;75;2023;3143.55774210254;NA;2401.66908337649;2019;1018.6213697566;878.491455204558;2033.32810701715;0.0564474365613672;100;"Scope 1+2 (location-based) +3 (upstream)";NA;NA;NA;NA;NA;NA;"4312-abs-S12L3-2010-2023-1";"Company-wide";2019;"No, and we do not anticipate setting one in the next 2 years";96.8695756269827;"Scope 1+2+3";"S1";"S2L";"absolute";3143.55774210254;2711.10414268953;NA;NA;0.4;0.862431793880852;677.776035672383;1303.41545321612;878.491455204558
"S12L3";4312;"Danske Bank A/S";"Denmark";"Norway";"Financial services";"Services";"Banks";2010;75;2023;360.499741066805;NA;275.420766442258;2019;116.814377265665;100.744432936302;233.17982878637;0.00647332988089073;100;"Scope 1+2 (location-based) +3 (upstream)";NA;NA;NA;NA;NA;NA;"4312-abs-S12L3-2010-2023-1";"Company-wide";2019;"No, and we do not anticipate setting one in the next 2 years";96.8695756269827;"Scope 1+2+3";"S1";"S2L";"absolute";360.499741066805;310.906438381827;NA;NA;0.4;0.862431793880852;77.7266095954567;149.474249222032;100.744432936302
"S12L3";4312;"Danske Bank A/S";"Denmark";"Sweden";"Financial services";"Services";"Banks";2010;75;2023;3711.70533402382;NA;2835.73221128949;2019;1202.72082832729;1037.26468151217;2400.81951718447;0.066649404453651;100;"Scope 1+2 (location-based) +3 (upstream)";NA;NA;NA;NA;NA;NA;"4312-abs-S12L3-2010-2023-1";"Company-wide";2019;"No, and we do not anticipate setting one in the next 2 years";96.8695756269827;"Scope 1+2+3";"S1";"S2L";"absolute";3711.70533402382;3201.09268957929;NA;NA;0.4;0.862431793880852;800.273172394823;1538.98686999004;1037.26468151217
"S12L3";4312;"Danske Bank A/S";"Denmark";"United Kingdom";"Financial services";"Services";"Banks";2010;75;2023;6445.73537027445;NA;4924.52330398756;2019;2088.64106551009;1801.31046090108;4169.2553387003;0.115743138270326;100;"Scope 1+2 (location-based) +3 (upstream)";NA;NA;NA;NA;NA;NA;"4312-abs-S12L3-2010-2023-1";"Company-wide";2019;"No, and we do not anticipate setting one in the next 2 years";96.8695756269827;"Scope 1+2+3";"S1";"S2L";"absolute";6445.73537027445;5559.00711826707;NA;NA;0.4;0.862431793880852;1389.75177956677;2672.59957608994;1801.31046090108
"S1";5584;"Endesa";"Spain";"Argentina";"Renewable power generation";"Power generation";"Hydro generation";2010;100;2050;4066958.72432181;6590443.00000001;NA;2019;2981440.2164098;NA;4066958.7243218;0.170598486046681;100;"Scope 1";6590443;719;NA;38631310;660575;NA;"5584-abs-S1-2010-2050-1";NA;2015;"Yes, this target has been approved as science-based by the Science-Based Targets initiative";26.691161172112;"Scope 1";"S1";"";"absolute";4066958.72432181;4066958.7243218;6590443;0;1;1;0;3151893.01134939;2981440.2164098
"S1";5584;"Endesa";"Spain";"Brazil";"Renewable power generation";"Power generation";"Hydro generation";2010;100;2050;347462.779876737;563057.999999999;NA;2019;254720.929286736;NA;347462.779876737;0.0145751723148917;100;"Scope 1";563058;581;NA;38631310;660575;NA;"5584-abs-S1-2010-2050-1";NA;2015;"Yes, this target has been approved as science-based by the Science-Based Targets initiative";26.691161172112;"Scope 1";"S1";"";"absolute";347462.779876737;347462.779876737;563058;0;1;1;0;269283.654404471;254720.929286736
"S1";5584;"Endesa";"Spain";"Chile";"Renewable power generation";"Power generation";"Hydro generation";2010;100;2050;2588344.02049942;4194370.99999998;NA;2019;1897484.9462992;NA;2588344.02049943;0.108574392118724;100;"Scope 1";4194371;4298;NA;38631310;660575;NA;"5584-abs-S1-2010-2050-1";NA;2015;"Yes, this target has been approved as science-based by the Science-Based Targets initiative";26.691161172112;"Scope 1";"S1";"";"absolute";2588344.02049942;2588344.02049943;4194371;0;1;1;0;2005966.61588706;1897484.9462992
"S1";5584;"Endesa";"Spain";"Colombia";"Renewable power generation";"Power generation";"Hydro generation";2010;100;2050;582438.821434737;943832.999999998;NA;2019;426979.136876641;NA;582438.821434738;0.0244318145048666;100;"Scope 1";943833;28667;NA;38631310;660575;NA;"5584-abs-S1-2010-2050-1";NA;2015;"Yes, this target has been approved as science-based by the Science-Based Targets initiative";26.691161172112;"Scope 1";"S1";"";"absolute";582438.821434737;582438.821434738;943833;0;1;1;0;451390.086611922;426979.136876641
"S1";5584;"Endesa";"Spain";"Ireland";"Renewable power generation";"Power generation";"Hydro generation";2010;100;2050;169717.775141459;275025;NA;2019;124418.13024073;NA;169717.775141459;0.00711922531231791;100;"Scope 1";275025;NA;NA;38631310;660575;NA;"5584-abs-S1-2010-2050-1";NA;2015;"Yes, this target has been approved as science-based by the Science-Based Targets initiative";26.691161172112;"Scope 1";"S1";"";"absolute";169717.775141459;169717.775141459;275025;0;1;1;0;131531.275734631;124418.13024073
"S1";5584;"Endesa";"Spain";"Morocco";"Renewable power generation";"Power generation";"Hydro generation";2010;100;2050;164489.708634784;266553;NA;2019;120585.495391536;NA;164489.708634784;0.0068999213332398;100;"Scope 1";266553;NA;NA;38631310;660575;NA;"5584-abs-S1-2010-2050-1";NA;2015;"Yes, this target has been approved as science-based by the Science-Based Targets initiative";26.691161172112;"Scope 1";"S1";"";"absolute";164489.708634784;164489.708634784;266553;0;1;1;0;127479.524191958;120585.495391536
"S1";5584;"Endesa";"Spain";"Peru";"Renewable power generation";"Power generation";"Hydro generation";2010;100;2050;1208723.79270804;1958718;NA;2019;886101.377070672;NA;1208723.79270804;0.0507028625226533;100;"Scope 1";1958718;242;NA;38631310;660575;NA;"5584-abs-S1-2010-2050-1";NA;2015;"Yes, this target has been approved as science-based by the Science-Based Targets initiative";26.691161172112;"Scope 1";"S1";"";"absolute";1208723.79270804;1208723.79270804;1958718;0;1;1;0;936760.939348731;886101.377070672
"S1";5584;"Endesa";"Spain";"Portugal";"Renewable power generation";"Power generation";"Hydro generation";2010;100;2050;388735.007925955;629939.000000001;NA;2019;284977.120428016;NA;388735.007925954;0.0163064364112944;100;"Scope 1";629939;NA;NA;38631310;660575;NA;"5584-abs-S1-2010-2050-1";NA;2015;"Yes, this target has been approved as science-based by the Science-Based Targets initiative";26.691161172112;"Scope 1";"S1";"";"absolute";388735.007925955;388735.007925954;629939;0;1;1;0;301269.631142614;284977.120428016
"S1";5584;"Endesa";"Spain";"Spain";"Renewable power generation";"Power generation";"Hydro generation";2010;100;2050;14322493.6891532;23209377;NA;2019;10499653.8147157;NA;14322493.6891532;0.600791870635503;100;"Scope 1";23209377;626069;NA;38631310;660575;NA;"5584-abs-S1-2010-2050-1";NA;2015;"Yes, this target has been approved as science-based by the Science-Based Targets initiative";26.691161172112;"Scope 1";"S1";"";"absolute";14322493.6891532;14322493.6891532;23209377;0;1;1;0;11099932.6090937;10499653.8147157
"S12L";8346;"Hitachi Capital Corporation";"Japan";"Belgium";"Specialized professional services";"Services";"Other financial";2016;50;2034;135.614341085271;NA;NA;2020;NA;NA;67.8071705426357;0.0144778841769266;NA;"Scope 1+2 (location-based)";119;8;8;3907;4865;NA;"8346-abs-S12L-2016-2034-1";"Company-wide";2019;"Yes, we consider this a science-based target, but this target has not been approved as science-based by the Science-Based Targets initiative";12.7041742286751;"Scope 1+2";"S1";"S2L";"absolute";135.614341085271;135.614341085271;119;8;0.937007874015748;1;67.8071705426357;120.546080964686;120.546080964686
"S12L";8346;"Hitachi Capital Corporation";"Japan";"Canada";"Specialized professional services";"Services";"Other financial";2016;50;2034;107.850775193799;NA;NA;2020;NA;NA;53.9253875968992;0.0115139078887369;NA;"Scope 1+2 (location-based)";0;101;101;3907;4865;NA;"8346-abs-S12L-2016-2034-1";"Company-wide";2019;"Yes, we consider this a science-based target, but this target has not been approved as science-based by the Science-Based Targets initiative";12.7041742286751;"Scope 1+2";"S1";"S2L";"absolute";107.850775193799;107.850775193798;0;101;0;1;53.9253875968992;95.8673557278208;95.8673557278208
"S12L";8346;"Hitachi Capital Corporation";"Japan";"China";"Specialized professional services";"Services";"Other financial";2016;50;2034;135.614341085271;NA;NA;2020;NA;NA;67.8071705426357;0.0144778841769266;NA;"Scope 1+2 (location-based)";54;73;73;3907;4865;NA;"8346-abs-S12L-2016-2034-1";"Company-wide";2019;"Yes, we consider this a science-based target, but this target has not been approved as science-based by the Science-Based Targets initiative";12.7041742286751;"Scope 1+2";"S1";"S2L";"absolute";135.614341085271;135.614341085271;54;73;0.425196850393701;1;67.8071705426357;120.546080964686;120.546080964686
"S12L";8346;"Hitachi Capital Corporation";"Japan";"China, Hong Kong Special Administrative Region";"Specialized professional services";"Services";"Other financial";2016;50;2034;148.428294573643;NA;NA;2020;NA;NA;74.2141472868217;0.0158458732330141;NA;"Scope 1+2 (location-based)";1;138;138;3907;4865;NA;"8346-abs-S12L-2016-2034-1";"Company-wide";2019;"Yes, we consider this a science-based target, but this target has not been approved as science-based by the Science-Based Targets initiative";12.7041742286751;"Scope 1+2";"S1";"S2L";"absolute";148.428294573643;148.428294573643;1;138;0.00719424460431655;1;74.2141472868217;131.936261843239;131.936261843239
