"Country/Region";"account_id";"company_name";"primary_sector";"primary_industry";"primary_activity";"Target year";"target_type";"Scope";"Scope_short";"incorporation_country";"Base year";"% reduction from base year";"BY_EM_target";"BY_EM_100";"BY_EM_100_excl_scope3";"Most recent accounting year";"MRY_EM_100";"MRY_EM_100_excl_scope3";"Country impact (excl. scope 3)";"percent_alloc";"% emissions in Scope";"Scope_long";"Country S1";"Country S2L";"Country S2M";"Global S1";"Global S2L";"Global S2M";"T_ID";"Target coverage";"Year target was set";"Is this a science-based target?";"% of target achieved [auto-calculated]";"Scope1";"Scope2";"BY_tmp";"BaseYearEmissions_excl_scope3";"S1";"S2";"perc_scope1";"ratio_EM_excl_incl_scope3";"TargetYearEmissions_excl_scope3";"MRY_EM_excl_scope3_interpolated";"MRY_EM_excl_scope3"
"Global";53;"Abertis Infraestructuras";"Land & property ownership & development";"Infrastructure";"Infrastructure upkeep & management";2020;"absolute";"Scope 1";"S1";"Spain";2015;10;64501;64501;NA;2019;48073;NA;0;1;100;"Scope 1";48073;59270;NA;48073;59270;NA;"53-abs-S1-2015-2020-1";"Company-wide";2015;"No, but we anticipate setting one in the next 2 years";254.693725678672;"S1";"";64501;64501;48073;0;1;1;58050.9;59340.92;48073
"Global";53;"Abertis Infraestructuras";"Land & property ownership & development";"Infrastructure";"Infrastructure upkeep & management";2020;"absolute";"Scope 2";"S2L";"Spain";2015;10;57751;57751;NA;2019;59270;NA;0;1;100;"Scope 2 (location-based)";48073;59270;NA;48073;59270;NA;"53-abs-S2L-2015-2020-1";"Company-wide";2015;"No, but we anticipate setting one in the next 2 years";-26.3025748471888;"";"S2L";57751;57751;0;59270;0;1;51975.9;53130.92;59270
"Global";97;"Aareal Bank AG";"Financial services";"Services";"Banks";2020;"absolute";"Scope 2";"S2M";"Germany";2015;100;3249;2786.08;NA;2019;659.12;NA;0;1;88;"Scope 2 (market-based)";3159;4942;749;3159;4942;749;"97-abs-S2M-2015-2020-1";"Company-wide";2013;"No, but we anticipate setting one in the next 2 years";97.1683594952293;"";"S2M";3249;3249;0;749;0;1;0;649.8;659.12
"Global";135;"ABN Amro Holding";"Financial services";"Services";"Banks";2020;"absolute";"Scope 1";"S1";"Netherlands";2013;43;20090;7622.8;NA;2019;10100.4;NA;0;1;76;"Scope 1";7250;41190;41190;7250;41190;41190;"135-abs-S1-2013-2020-1";"Country/region";2016;"Yes, we consider this a science-based target, but this target has not been approved as science-based by the Science-Based Targets initiative";116.232766504219;"S1";"";20090;20090;7250;0;1;1;11451.3;12685.4;10100.4
"Global";135;"ABN Amro Holding";"Financial services";"Services";"Banks";2022;"absolute";"Scope 1";"S1";"Netherlands";2017;83;14210;16570;NA;2019;13290;NA;0;1;100;"Scope 1";7250;41190;41190;7250;41190;41190;"135-abs-S1-2017-2022-1";"Country/region";2019;"Yes, we consider this a science-based target, but this target has not been approved as science-based by the Science-Based Targets initiative";31.5406594711004;"S1";"";14210;14210;7250;0;1;1;2415.7;9492.28;13290
"Global";138;"Absa Group Limited";"Financial services";"Services";"Banks";2030;"absolute";"Scope 1+2+3";"S12L3";"South Africa";2018;51;296468;311189;259399;2019;252618;218681;126035.259579612;1;100;"Scope 1+2 (location-based) +3 (upstream & downstream)";19139;225543;NA;19139;225543;NA;"138-abs-S12L3-2018-2030-1";"Company-wide";2019;"Yes, we consider this a science-based target, but this target has not been approved as science-based by the Science-Based Targets initiative";31.7059646287917;"S1";"S2L";296468;247127.959960024;19139;225543;0.0782198935761519;0.833573808842858;121092.700380412;236625.021661723;218681
"Global";149;"Acbel Polytech Inc";"Electrical & electronic equipment";"Manufacturing";"Electronic components";2030;"absolute";"Scope 1+2";"S12L";"Taiwan, Greater China";2014;35;48440.16;48497.6;NA;2019;37129.92;NA;0;1;100;"Scope 1+2 (location-based)";1959.97;49598.76;NA;1959.97;49598.76;NA;"149-abs-S12L-2014-2030-1";"Company-wide";2018;"No, but we anticipate setting one in the next 2 years";66.7111162072368;"S1";"S2L";48440.16;48440.16;1959.97;49598.76;0.0380143188166194;1;31486.104;43142.0175;37129.92
"Global";154;"ACCIONA S.A.";"Construction";"Infrastructure";"Transportation infrastructure & other construction";2030;"absolute";"Scope 1+2";"S12M";"Spain";2017;60;213109;213109;NA;2019;165649;NA;0;1;100;"Scope 1+2 (market-based)";570601;395272;246603;570601;395272;246603;"154-abs-S12M-2017-2030-1";"Company-wide";2017;"Yes, this target has been approved as science-based by the Science-Based Targets initiative";37.1171560093661;"S1";"S2M";213109;213109;570601;246603;0.698235691455255;1;85243.6;193437.4;165649
"Global";169;"ACERINOX";"Metal smelting, refining & forming";"Materials";"Iron & steel";2050;"absolute";"Scope 1+2";"S12L";"Spain";2019;100;2856514;2897135;NA;2019;2897135;NA;0;1;100;"Scope 1+2 (location-based)";785771;2111364;NA;785771;2111364;NA;"169-abs-S12L-2019-2050-1";"Company-wide";2019;"No, but we anticipate setting one in the next 2 years";0;"S1";"S2L";2856514;2856514;785771;2111364;0.271223467322027;1;0;2856514;2897135
"Global";220;"Adecco Group AG";"Commercial & consumer services";"Services";"Commercial services";2022;"absolute";"Scope 2";"S2M";"Switzerland";2012;12;52372;52372;NA;2019;30943.661;NA;0;1;100;"Scope 2 (market-based)";51561.76;64523.62;NA;51561.76;64523.62;NA;"220-abs-S2M-2012-2022-1";"Company-wide";2012;"No, but we anticipate setting one in the next 2 years";340.963682883984;"";"S2M";52372;52372;0;NA;0;1;46087.36;47972.752;30943.661
"Global";246;"Advantest Corporation";"Electrical & electronic equipment";"Manufacturing";"Electronic components";2030;"absolute";"Scope 1+2";"S12M";"Japan";2018;30;37379.91;30635109.956;NA;2020;33384.574;NA;0;1;100;"Scope 1+2 (market-based)";3565.24;NA;30720.1;3565.24;NA;30720.1;"246-abs-S12M-2018-2030-1";"Company-wide";2019;"Yes, we consider this a science-based target, but this target has not been approved as science-based by the Science-Based Targets initiative";35.6282291744416;"S1";"S2M";37379.91;37379.91;3565.24;30720.1;0.103987301861379;1;26165.937;35510.9145;33384.574
"Global";258;"Aeon Co., Ltd.";"Convenience retail";"Retail";"Supermarkets, food & drugstores";2030;"absolute";"Scope 1+2";"S12L";"Japan";2010;35;3466980;NA;NA;2020;3168058;NA;0;1;100;"Scope 1+2 (location-based)";217930;2950128;NA;217930;2950128;NA;"258-abs-S12L-2010-2030-1";"Company-wide";2018;"Yes, this target has been approved as science-based by the Science-Based Targets initiative";24.6342844286876;"S1";"S2L";3466980;3466980;217930;2950128;0.0687897759447586;1;2253537;2860258.5;3168058
"Global";261;"Aeon Mall Co., Ltd.";"Land & property ownership & development";"Infrastructure";"Real estate owners & developers";2030;"absolute";"Scope 1+2";"S12M";"Japan";2010;35;535798.92;NA;NA;2020;269143.29;NA;0;1;100;"Scope 1+2 (market-based)";NA;NA;NA;NA;NA;NA;"261-abs-S12M-2010-2030-1";"Company-wide";2018;"Yes, this target has been approved as science-based by the Science-Based Targets initiative";142.194026285618;"S1";"S2M";535798.92;535798.92;NA;NA;1;1;348269.298;442034.109;269143.29
"Global";276;"A.P. Moller - Maersk";"Marine transport";"Transportation services";"Marine freight";2050;"absolute";"Scope 1";"S1";"Denmark";2008;100;29436877;38452000;NA;2019;36204000;NA;0;1;100;"Scope 1";36204000;287000;NA;36204000;287000;NA;"276-abs-S1-2008-2050-1";"Business activity";2018;"Yes, we consider this a science-based target, but this target has not been approved as science-based by the Science-Based Targets initiative";-16.9641568974861;"S1";"";29436877;29436877;36204000;0;1;1;0;21727218.7380952;36204000
"Global";285;"3M Company";"Chemicals";"Materials";"Specialty chemicals";2025;"absolute";"Scope 1+2";"S12L";"United States of America";2002;50;18300000;18340000;NA;2019;5830000;NA;0;1;100;"Scope 1+2 (location-based)";3290000;1720000;NA;3290000;1720000;NA;"285-abs-S12L-2002-2025-1";"Company-wide";2015;"No, but we anticipate setting one in the next 2 years";136.284153005464;"S1";"S2L";18300000;18300000;3290000;1720000;0.656686626746507;1;9150000;11536956.5217391;5830000
"Global";313;"ACEA SpA";"Thermal power generation";"Power generation";"CCGT generation";2022;"absolute";"Scope 2";"S2M";"Italy";2017;54.69;494363;235812;NA;2019;298856;NA;0;1;100;"Scope 2 (market-based)";356287;407086;298856;356287;407086;298856;"313-abs-S2M-2017-2022-1";"Company-wide";2018;"No, and we do not anticipate setting one in the next 2 years";72.3116762871725;"";"S2M";494363;494363;0;298856;0;1;223995.8753;386216.15012;298856
"Global";351;"AGL Energy";"Thermal power generation";"Power generation";"Coal generation";2024;"absolute";"Scope 1+2";"S12L";"Australia";2016;100;7706248;7704648.16;NA;2019;7609772.72;NA;0;1;17.6;"Scope 1+2 (location-based)";42727433;NA;NA;42727433;NA;NA;"351-abs-S12L-2016-2024-1";"Business activity";2016;"No, and we do not anticipate setting one in the next 2 years";-10.6689273431117;"S1";"S2L";7706248;7706248;42727433;NA;1;1;0;4816405;7609772.72
"Global";351;"AGL Energy";"Thermal power generation";"Power generation";"Coal generation";2037;"absolute";"Scope 1+2";"S12L";"Australia";2016;100;23731740;23726814.22;NA;2019;23434640.99;NA;0;1;54.2;"Scope 1+2 (location-based)";42727433;NA;NA;42727433;NA;NA;"351-abs-S12L-2016-2037-1";"Business activity";2016;"No, and we do not anticipate setting one in the next 2 years";5.00555374363616;"S1";"S2L";23731740;23731740;42727433;NA;1;1;0;20341491.4285714;23434640.99
"Global";351;"AGL Energy";"Thermal power generation";"Power generation";"Coal generation";2050;"absolute";"Scope 1+2";"S12L";"Australia";2016;100;42121649;42112906.42;NA;2019;41594325.89;NA;0;1;96.2;"Scope 1+2 (location-based)";42727433;NA;NA;42727433;NA;NA;"351-abs-S12L-2016-2050-1";"Business activity";2016;"No, and we do not anticipate setting one in the next 2 years";1.85010800503086;"S1";"S2L";42121649;42121649;42727433;NA;1;1;0;38405032.9117647;41594325.89
"Global";362;"AFLAC Incorporated";"Financial services";"Services";"Insurance";2030;"absolute";"Scope 1+2";"S12M";"United States of America";2007;71.5;34607;NA;NA;2019;14021.19;NA;0;1;83;"Scope 1+2 (market-based)";3857;23826;NA;3857;23826;NA;"362-abs-S12M-2007-2030-1";"Company-wide";2019;"No, and we do not anticipate setting one in the next 2 years";85.7783531809018;"S1";"S2M";34607;34607;3857;NA;1;1;9862.995;21697.0843478261;14021.19
"Global";365;"Affiliated Managers Group";"Financial services";"Services";"Asset managers";2023;"absolute";"Scope 1+2";"S12L";"United States of America";2017;5;1178.74;1178.74;NA;2019;921.39;NA;0;1;100;"Scope 1+2 (location-based)";NA;NA;NA;NA;NA;NA;"365-abs-S12L-2017-2023-1";"Company-wide";2017;"No, and we do not anticipate setting one in the next 2 years";436.652696947588;"S1";"S2L";1178.74;1178.74;NA;NA;1;1;1119.803;1159.09433333333;921.39
"Global";394;"Ajinomoto Co.Inc.";"Food & beverage processing";"Food, beverage & agriculture";"Other food processing";2030;"absolute";"Scope 1+2";"S12M";"Japan";2018;50;2212692;2316924;NA;2020;1973690;NA;0;1;100;"Scope 1+2 (market-based)";1270429;1143911;1121769;1270429;1143911;1121769;"394-abs-S12M-2018-2030-1";"Company-wide";2020;"Yes, this target has been approved as science-based by the Science-Based Targets initiative";21.602825879065;"S1";"S2M";2212692;2212692;1270429;1121769;0.531071842715361;1;1106346;2028301;1973690
"Global";399;"Aisin Seiki Co., Ltd.";"Metal products manufacturing";"Manufacturing";"Fabricated metal components";2030;"absolute";"Scope 1+2";"S12L";"Japan";2013;35;2374858.19;NA;NA;2020;2844130.588;NA;0;1;100;"Scope 1+2 (location-based)";NA;NA;NA;NA;NA;NA;"399-abs-S12L-2013-2030-1";"Company-wide";2018;"No, but we anticipate setting one in the next 2 years";-56.4572429119592;"S1";"S2L";2374858.19;2374858.19;NA;NA;1;1;1543657.8235;2032599.21555882;2844130.588
"Global";399;"Aisin Seiki Co., Ltd.";"Metal products manufacturing";"Manufacturing";"Fabricated metal components";2030;"absolute";"Scope 1+2+3";"S12L3";"Japan";2015;25;15500988.46;NA;NA;2020;14986963.046;2844130.588;567920.633204099;1;100;"Scope 1+2 (location-based) +3 (upstream & downstream)";NA;NA;NA;NA;NA;NA;"399-abs-S12L3-2015-2030-1";"Company-wide";2019;"No, but we anticipate setting one in the next 2 years";13.2632615352583;"S1";"S2L";15500988.46;2271682.5328164;NA;NA;1;0.189773643884382;1703761.8996123;2082375.6550817;2844130.588
"Global";403;"AIXTRON SE";"Electrical & electronic equipment";"Manufacturing";"Electronic components";2025;"absolute";"Scope 1+2";"S12L";"Germany";2015;80;7411;NA;NA;2019;NA;NA;0;1;100;"Scope 1+2 (location-based)";NA;NA;NA;NA;NA;NA;"403-abs-S12L-2015-2025-1";"Company-wide";2015;"No, and we do not anticipate setting one in the next 2 years";NA;"S1";"S2L";7411;7411;NA;NA;1;1;1482.2;5039.48;5039.48
"Global";427;"Air Canada";"Air transport";"Transportation services";"Passenger airlines";2050;"absolute";"Scope 1";"S1";"Canada";2005;50;8624640;8611770.42;NA;2019;13073135.13;NA;0;1;99;"Scope 1";7901440;11036;NA;7901440;11036;NA;"427-abs-S1-2005-2050-1";"Other, please specify: Industry target";2010;"Yes, we consider this a science-based target, but this target has not been approved as science-based by the Science-Based Targets initiative";-105.407135834075;"S1";"";8624640;8624640;7901440;0;1;1;4312320;7283029.33333333;13073135.13
"Global";429;"Air France - KLM";"Air transport";"Transportation services";"Passenger airlines";2050;"absolute";"Scope 1";"S1";"France";2005;50;29556795;NA;NA;2019;28005877.35;NA;0;1;99;"Scope 1";25353000;80892;NA;25353000;80892;NA;"429-abs-S1-2005-2050-1";"Company-wide";2005;"Yes, we consider this a science-based target, but this target has not been approved as science-based by the Science-Based Targets initiative";31.1657268658527;"S1";"";29556795;29556795;25353000;0;1;1;14778397.5;24959071.3333333;28005877.35
"Global";429;"Air France - KLM";"Air transport";"Transportation services";"Passenger airlines";2030;"absolute";"Scope 1+2";"S12L";"France";2018;100;117847;27688675;NA;2019;28308348;NA;0;1;100;"Scope 1+2 (location-based)";28288765;19583;NA;28288765;19583;NA;"429-abs-S12L-2018-2030-1";"Business activity";2019;"Yes, we consider this a science-based target, but this target has not been approved as science-based by the Science-Based Targets initiative";31.8743794920533;"S1";"S2L";117847;117847;28288765;19583;0.999308225262739;1;0;108026.416666667;28308348
"Global";524;"Algonquin Power & Utilities Corporation";"Renewable power generation";"Power generation";"Other renewable generation";2023;"absolute";"Scope 1+2";"S12L";"Canada";2017;31.05;3220317;3220317.344;NA;2019;2792803.913;NA;0;1;100;"Scope 1+2 (location-based)";359703.84;41504.18;NA;359703.84;41504.18;NA;"524-abs-S12L-2017-2023-1";"Company-wide";2019;"No, and we do not anticipate setting one in the next 2 years";42.7552151591849;"S1";"S2L";3220317;3220317;359703.84;41504.18;0.896551968228352;1;2220408.5715;2887014.1905;2792803.913
"Global";528;"Alfa Laval Corporate AB";"Renewable energy equipment";"Manufacturing";"Other renewable energy equipment";2020;"absolute";"Scope 1+2+3";"S12M3";"Sweden";2015;15;155092;NA;84479;2019;95043;44861;10980.6859190051;1;100;"Scope 1+2 (market-based) +3 (downstream)";5142;36198;NA;5142;36198;NA;"528-abs-S12M3-2015-2020-1";"Company-wide";2015;"No, but we anticipate setting one in the next 2 years";146.923546454148;"S1";"S2M";155092;73204.5727933673;5142;NA;1;0.472007407173595;62223.8868743622;64420.0240581633;44861
"Global";533;"Allergan plc";"Biotech & pharma";"Biotech, health care & pharma";"Pharmaceuticals";2020;"absolute";"Scope 1+2";"S12M";"United States of America";2015;20;92635;81753.56;NA;2019;63544.88;NA;0;1;53;"Scope 1+2 (market-based)";83759;59427;36137;83759;59427;36137;"533-abs-S12M-2015-2020-1";"Other, please specify: Manufacturing and R&D operations";2015;"No, but we anticipate setting one in the next 2 years";156.916932045123;"S1";"S2M";92635;92635;83759;36137;0.698597117501835;1;74108;77813.4;63544.88
"Global";569;"Alma Media Corporation";"Print & publishing services";"Services";"Print publishing";2025;"absolute";"Scope 1+2";"S12M";"Finland";2016;21;3623;3550.54;NA;2019;1495.48;NA;0;1;98;"Scope 1+2 (market-based)";359;4364;5137;359;4364;5137;"569-abs-S12M-2016-2025-1";"Company-wide";2017;"Yes, this target has been approved as science-based by the Science-Based Targets initiative";463.309806395647;"S1";"S2M";3623;3623;359;5137;0.0653202328966521;1;2862.17;3369.39;1495.48
"Global";582;"The Allstate Corporation";"Financial services";"Services";"Insurance";2020;"absolute";"Scope 1+2";"S12L";"United States of America";2007;20;188715;156225.96;NA;2019;83221.38;NA;0;1;66;"Scope 1+2 (location-based)";56521;104350;96261;56521;104350;96261;"582-abs-S12L-2007-2020-1";"Company-wide";2010;"No, but we anticipate setting one in the next 2 years";165.914209257346;"S1";"S2L";188715;188715;56521;104350;0.351343623151469;1;150972;153875.307692308;83221.38
"Global";586;"Alliant Energy Corporation";"Thermal power generation";"Power generation";"CCGT generation";2030;"absolute";"Scope 1";"S1";"United States of America";2005;40;21597490;20949565.3;NA;2019;13867587.54;NA;0;1;97;"Scope 1";17608208;NA;NA;17608208;NA;NA;"586-abs-S1-2005-2030-1";"Company-wide";2018;"Yes, we consider this a science-based target, but this target has not been approved as science-based by the Science-Based Targets initiative";86.2817044943648;"S1";"";21597490;21597490;17608208;0;1;1;12958494;16759652.24;13867587.54
"Global";586;"Alliant Energy Corporation";"Thermal power generation";"Power generation";"CCGT generation";2050;"absolute";"Scope 1";"S1";"United States of America";2005;80;21597490;20949565.3;NA;2019;13867587.54;NA;0;1;97;"Scope 1";17608208;NA;NA;17608208;NA;NA;"586-abs-S1-2005-2050-1";"Company-wide";2018;"Yes, we consider this a science-based target, but this target has not been approved as science-based by the Science-Based Targets initiative";43.1408522471824;"S1";"";21597490;21597490;17608208;0;1;1;4319498;16222114.7111111;13867587.54
"Global";600;"AIB Group Plc";"Financial services";"Services";"Banks";2025;"absolute";"Scope 1+2";"S12L";"Ireland";2011;57;28855.7;28856;NA;2019;14809;NA;0;1;100;"Scope 1+2 (location-based)";5403;15214;722;5403;15214;722;"600-abs-S12L-2011-2025-1";"Company-wide";2017;"Yes, we consider this a science-based target, but this target has not been approved as science-based by the Science-Based Targets initiative";85.4019598669703;"S1";"S2L";28855.7;28855.7;5403;15214;0.262065285929088;1;12407.951;19456.9862857143;14809
"Global";600;"AIB Group Plc";"Financial services";"Services";"Banks";2036;"absolute";"Scope 1+2";"S12L";"Ireland";2011;78;28855.7;28856;NA;2019;14809;NA;0;1;100;"Scope 1+2 (location-based)";5403;15214;722;5403;15214;722;"600-abs-S12L-2011-2036-1";"Company-wide";2017;"Yes, we consider this a science-based target, but this target has not been approved as science-based by the Science-Based Targets initiative";62.4091245181706;"S1";"S2L";28855.7;28855.7;5403;15214;0.262065285929088;1;6348.254;21653.31728;14809
"Global";625;"alstria office REIT-AG";"Financial services";"Services";"REIT";2030;"absolute";"Scope 1";"S1";"Germany";2018;30;17.3;17.3;NA;2019;15.7;NA;0;1;100;"Scope 1";15.7;7416;32;15.7;7416;32;"625-abs-S1-2018-2030-1";"Company-wide";2020;"Yes, this target has been approved as science-based by the Science-Based Targets initiative";30.8285163776494;"S1";"";17.3;17.3;15.7;0;1;1;12.11;16.8675;15.7
"Global";628;"Altria Group, Inc.";"Tobacco";"Food, beverage & agriculture";"Tobacco products";2025;"absolute";"Scope 1+2";"S12L";"United States of America";2015;20;392172;392172;NA;2019;305766;NA;0;1;100;"Scope 1+2 (location-based)";154507;151259;147909;154507;151259;147909;"628-abs-S12L-2015-2025-1";"Company-wide";2016;"No, but we are reporting another target that is science-based";110.163397692849;"S1";"S2L";392172;392172;154507;151259;0.505311251087433;1;313737.6;360798.24;305766
"Global";628;"Altria Group, Inc.";"Tobacco";"Food, beverage & agriculture";"Tobacco products";2030;"absolute";"Scope 1+2";"S12M";"United States of America";2017;55;337007;337007;NA;2019;302416;NA;0;1;100;"Scope 1+2 (market-based)";154507;151259;147909;154507;151259;147909;"628-abs-S12M-2017-2030-1";"Company-wide";2019;"Yes, this target has been approved as science-based by the Science-Based Targets initiative";18.6621427070439;"S1";"S2M";337007;337007;154507;147909;0.510908814348447;1;151653.15;308491.023076923;302416
"Global";638;"Alten";"Specialized professional services";"Services";"Engineering services";2025;"absolute";"Scope 1+2";"S12M";"France";2018;16;12580;NA;NA;2019;14274;NA;0;1;72;"Scope 1+2 (market-based)";16612;4174;3213;16612;4174;3213;"638-abs-S12M-2018-2025-1";"Country/region";2018;"No, but we anticipate setting one in the next 2 years";-411.466613672496;"S1";"S2M";12580;12580;16612;3213;0.837931904161412;1;10567.2;12292.4571428571;14274
"Global";638;"Alten";"Specialized professional services";"Services";"Engineering services";2035;"absolute";"Scope 1+2";"S12M";"France";2018;36;12580;NA;NA;2019;14274;NA;0;1;72;"Scope 1+2 (market-based)";16612;4174;3213;16612;4174;3213;"638-abs-S12M-2018-2035-1";"Country/region";2018;"No, but we anticipate setting one in the next 2 years";-182.874050521109;"S1";"S2M";12580;12580;16612;3213;0.837931904161412;1;8051.2;12313.6;14274
"Global";641;"Amer Sports";"Leisure & home manufacturing";"Manufacturing";"Sporting goods";2030;"absolute";"Scope 1+2";"S12L";"Finland";2019;30;NA;35705.7;NA;2019;35705.7;NA;0;1;90;"Scope 1+2 (location-based)";12286;27387;29241;12286;27387;29241;"641-abs-S12L-2019-2030-1";"Business division";2019;"Yes, this target has been approved as science-based by the Science-Based Targets initiative";NA;"S1";"S2L";357.057;357.057;12286;27387;0.309681647468051;1;249.9399;357.057;35705.7
"Global";661;"Ameren Corporation";"Energy utility networks";"Infrastructure";"Electricity networks";2030;"absolute";"Scope 1";"S1";"United States of America";2005;35;35754207;NA;NA;2019;24413651;NA;0;1;100;"Scope 1";62861698;NA;NA;62861698;NA;NA;"661-abs-S1-2005-2030-1";"Business activity";2018;"Yes, we consider this a science-based target, but this target has not been approved as science-based by the Science-Based Targets initiative";94.2244043377289;"S1";"";35754207;35754207;62861698;0;1;1;23240234.55;28746382.428;24413651
"Global";661;"Ameren Corporation";"Energy utility networks";"Infrastructure";"Electricity networks";2040;"absolute";"Scope 1";"S1";"United States of America";2005;50;35754207;NA;NA;2019;24413651;NA;0;1;100;"Scope 1";62861698;NA;NA;62861698;NA;NA;"661-abs-S1-2005-2040-1";"Business activity";2018;"Yes, we consider this a science-based target, but this target has not been approved as science-based by the Science-Based Targets initiative";65.9570830364102;"S1";"";35754207;35754207;62861698;0;1;1;17877103.5;28603365.6;24413651
"Global";661;"Ameren Corporation";"Energy utility networks";"Infrastructure";"Electricity networks";2050;"absolute";"Scope 1";"S1";"United States of America";2005;80;35754207;NA;NA;2019;24413651;NA;0;1;100;"Scope 1";62861698;NA;NA;62861698;NA;NA;"661-abs-S1-2005-2050-1";"Business activity";2018;"Yes, we consider this a science-based target, but this target has not been approved as science-based by the Science-Based Targets initiative";41.2231768977564;"S1";"";35754207;35754207;62861698;0;1;1;7150841.4;26855382.1466667;24413651
"Global";689;"American Electric Power Company, Inc.";"Thermal power generation";"Power generation";"Coal generation";2050;"absolute";"Scope 1";"S1";"United States of America";2000;80;167000000;NA;NA;2019;64128544.92;NA;0;1;99;"Scope 1";64776308;NA;NA;64776308;NA;NA;"689-abs-S1-2000-2050-1";"Company-wide";2018;"Yes, we consider this a science-based target, but this target has not been approved as science-based by the Science-Based Targets initiative";81.5868263473054;"S1";"";167000000;167000000;64776308;0;1;1;33400000;116232000;64128544.92
"Global";699;"American International Group, Inc. (AIG)";"Financial services";"Services";"Insurance";2020;"absolute";"Scope 1+2";"S12L";"United States of America";2010;20;3964;NA;NA;2019;25507.46;NA;0;1;23;"Scope 1+2 (location-based)";582;12135;NA;582;12135;NA;"699-abs-S12L-2010-2020-1";"Country/region";2010;"No, but we anticipate setting one in the next 2 years";344.60141271443;"S1";"S2L";3964;3964;582;12135;0.0457655107336636;1;3171.2;3250.48;25507.46
"Global";722;"AmorePacific Corporation";"Chemicals";"Materials";"Personal care & household products";2030;"absolute";"Scope 1+2";"S12L";"Republic of Korea";2018;50;51951;56524;NA;2019;53897;NA;0;1;100;"Scope 1+2 (location-based)";11163;42734;NA;11163;42734;NA;"722-abs-S12L-2018-2030-1";"Company-wide";2020;"Yes, we consider this a science-based target, but this target has not been approved as science-based by the Science-Based Targets initiative";7.16444341783604;"S1";"S2L";51951;51951;11163;42734;0.207117279254875;1;25975.5;49786.375;53897
"Global";724;"AMP";"Financial services";"Services";"Insurance";2021;"absolute";"Scope 1+2";"S12L";"Australia";2013;40;20830;20830;NA;2019;8214;NA;0;1;100;"Scope 1+2 (location-based)";69;11789;NA;69;11789;NA;"724-abs-S12L-2013-2021-1";"Company-wide";2017;"Yes, we consider this a science-based target, but this target has not been approved as science-based by the Science-Based Targets initiative";151.404224675948;"S1";"S2L";20830;20830;69;11789;0.00581885646820712;1;12498;14581;8214
"Global";724;"AMP";"Financial services";"Services";"Insurance";2030;"absolute";"Scope 1+2";"S12L";"Australia";2019;42;8214;8214;NA;2019;8214;NA;0;1;100;"Scope 1+2 (location-based)";69;11789;NA;69;11789;NA;"724-abs-S12L-2019-2030-1";"Company-wide";2019;"Yes, we consider this a science-based target, but this target has not been approved as science-based by the Science-Based Targets initiative";0;"S1";"S2L";8214;8214;69;11789;0.00581885646820712;1;4764.12;8214;8214
"Global";746;"Analog Devices, Inc.";"Electrical & electronic equipment";"Manufacturing";"Electronic components";2025;"absolute";"Scope 1+2";"S12M";"United States of America";2015;50;219057;219057;NA;2019;137321;NA;0;1;100;"Scope 1+2 (market-based)";58462;156082;78859;58462;156082;78859;"746-abs-S12M-2015-2025-1";"Company-wide";2018;"Yes, we consider this a science-based target, but this target has not been approved as science-based by the Science-Based Targets initiative";74.6253258284374;"S1";"S2M";219057;219057;58462;78859;0.425732408007515;1;109528.5;175245.6;137321
"Global";769;"Anglian Water";"Non-energy utilities";"Infrastructure";"Waste water management";2030;"absolute";"Scope 1+2+3";"S12L3";"United Kingdom of Great Britain and Northern Ireland";2020;100;298576;2558065;268831;2020;2558065;268831;31377.8127827088;1;100;"Scope 1+2 (location-based) +3 (upstream & downstream)";105346;163485;209793;105346;163485;209793;"769-abs-S12L3-2020-2030-1";"Company-wide";2020;"Yes, we consider this a science-based target, but this target has not been approved as science-based by the Science-Based Targets initiative";0;"S1";"S2L";298576;31377.8127827088;105346;163485;0.391867009385078;0.105091543803617;0;31377.8127827088;268831
"Global";769;"Anglian Water";"Non-energy utilities";"Infrastructure";"Waste water management";2025;"absolute";"Scope 1+2+3";"S12L3";"United Kingdom of Great Britain and Northern Ireland";2020;10;298576;2558065;268831;2020;2558065;268831;3137.78127827088;1;100;"Scope 1+2 (location-based) +3 (upstream & downstream)";105346;163485;209793;105346;163485;209793;"769-abs-S12L3-2020-2025-1";"Company-wide";2020;"Yes, we consider this a science-based target, but this target has not been approved as science-based by the Science-Based Targets initiative";0;"S1";"S2L";298576;31377.8127827088;105346;163485;0.391867009385078;0.105091543803617;28240.0315044379;31377.8127827088;268831
"Global";772;"Anglo American";"Coal mining";"Fossil Fuels";"Coal extraction & processing";2030;"absolute";"Scope 1+2";"S12L";"United Kingdom of Great Britain and Northern Ireland";2016;30;14593333;14593334;NA;2019;17743983;NA;0;1;100;"Scope 1+2 (location-based)";10879399;6864584;785803;10879399;6864584;785803;"772-abs-S12L-2016-2030-1";"Company-wide";2017;"Yes, we consider this a science-based target, but this target has not been approved as science-based by the Science-Based Targets initiative";-71.9655338502863;"S1";"S2L";14593333;14593333;10879399;6864584;0.613131730344872;1;10215333.1;13655190.1642857;17743983
